year,GP,GS,minutes,oRebounds,PF,fgAttempted,ftMade,threeAttempted,dq,PostGP,PostGS,PostoRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ,total_rebounds,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
5,31,30,964,48,99,350,95,8,1,0,0,0,0,0,0,0,0,0,0,0,0,138,11,25,56,0.48857142857142855,0.8407079646017699,0,4.451612903225806,0.8064516129032258,1.8064516129032258,0.7774193548387097,0.38375973303670746,0,thomala01w,SAS,F
6,21,12,505,18,42,161,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,7,33,0.42857142857142855,0.8979591836734694,0,3.238095238095238,0.3333333333333333,1.5714285714285714,0.6011904761904762,0.2791461412151068,0,thomala01w,SAS,F
7,19,0,369,27,49,124,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,7,14,27,0.45161290322580644,0.7627118644067796,0,4.315789473684211,0.7368421052631579,1.4210526315789473,0.4855263157894737,0.37205081669691475,0,thomala01w,SAS,F
8,27,7,487,27,63,174,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,9,29,0.4425287356321839,0.8260869565217391,0,2.259259259259259,0.3333333333333333,1.0740740740740742,0.45092592592592595,0.19476372924648785,0,thomala01w,LAS,F
9,20,0,187,10,19,53,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,3,20,0.4339622641509434,0.4444444444444444,0,1.5,0.15,1.0,0.23375,0.12931034482758622,0,thomala01w,MIN,F
1,32,31,863,48,93,163,44,12,1,0,0,0,0,0,0,0,0,0,0,0,0,126,15,54,68,0.3558282208588957,0.5945945945945946,0,3.9375,1.6875,2.125,0.67421875,0.3394396551724138,0,thomast01w,POR,F
2,32,1,413,31,57,60,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,30,40,0.36666666666666664,0.42857142857142855,0,2.1875,0.9375,1.25,0.32265625,0.18857758620689657,0,thomast01w,POR,F
3,32,6,621,34,62,148,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,94,12,42,36,0.34459459459459457,0.5081967213114754,0,2.9375,1.3125,1.125,0.48515625,0.25323275862068967,0,thomast01w,POR,F
4,30,1,269,15,24,62,14,27,0,4,0,0,3,0,1,0,1,1,0,0,0,46,9,21,17,0.31746031746031744,0.5185185185185185,0,1.4333333333333333,0.6666666666666666,0.5333333333333333,0.22416666666666665,0.12356321839080461,0,thomast01w,PHO,F
5,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0.025,0.0,1,thomast01w,DET,F
6,18,0,136,11,15,14,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,8,3,0.14285714285714285,0.4,0,1.2222222222222223,0.4444444444444444,0.16666666666666666,0.18888888888888888,0.10536398467432952,0,thomast01w,MIN,F
1,31,26,792,48,85,255,30,40,4,0,0,0,0,0,0,0,0,0,0,0,0,157,4,24,53,0.5137254901960784,0.7142857142857143,0,5.064516129032258,0.7741935483870968,1.7096774193548387,0.6387096774193548,0.4365962180200223,0,thompal01w,IND,F
2,22,7,381,21,24,174,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,9,22,0.4367816091954023,0.7391304347826086,0,2.8636363636363638,0.4090909090909091,1.0,0.4329545454545455,0.24686520376175553,0,thompal01w,IND,F
3,18,2,314,12,20,109,12,29,0,1,0,0,0,0,0,0,0,0,0,0,0,42,2,7,18,0.36363636363636365,0.7058823529411765,0,2.3333333333333335,0.3888888888888889,1.0,0.4361111111111111,0.20114942528735635,1,thompal01w,IND,F
5,23,2,182,8,9,54,1,16,0,8,0,6,15,6,2,1,7,6,3,12,0,39,1,8,14,0.4482758620689655,0.8,0,1.0434782608695652,0.2608695652173913,0.30434782608695654,0.19782608695652174,0.08995502248875563,1,thompal01w,SEA,F
6,30,1,329,10,17,81,12,22,0,1,0,0,3,0,0,0,0,0,0,1,0,48,4,4,18,0.38823529411764707,0.75,0,1.5,0.13333333333333333,0.6,0.27416666666666667,0.12931034482758622,1,thompal01w,SEA,F
1,32,32,1087,68,88,407,103,132,0,6,6,17,48,10,5,5,10,19,18,23,0,293,30,52,94,0.4605543710021322,0.851063829787234,1,7.65625,1.46875,2.625,0.84921875,0.660021551724138,1,thompti01w,HOU,F
2,30,30,1102,84,74,528,137,150,0,2,2,4,12,7,1,0,10,5,5,5,0,245,22,30,97,0.38321167883211676,0.8392857142857143,0,7.766666666666667,0.9666666666666667,2.9,0.9183333333333333,0.6695402298850575,1,thompti01w,HOU,F
3,29,29,1052,67,76,408,93,108,0,3,3,9,24,4,6,3,2,12,10,12,0,241,23,31,94,0.4247787610619469,0.8130081300813008,0,7.482758620689655,0.8620689655172413,3.1724137931034484,0.906896551724138,0.6450653983353151,1,thompti01w,HOU,F
4,28,28,974,39,65,426,81,114,0,3,3,3,14,5,2,6,6,9,7,13,0,179,29,20,75,0.4110169491525424,0.7837837837837838,0,5.892857142857143,0.6428571428571429,2.4642857142857144,0.8696428571428572,0.5080049261083744,1,thompti01w,HOU,F
5,26,26,943,44,68,448,116,108,0,0,0,0,0,0,0,0,0,0,0,0,0,157,23,22,70,0.4017857142857143,0.7891156462585034,0,6.038461538461538,0.8461538461538461,2.6923076923076925,0.9067307692307692,0.5205570291777188,0,thompti01w,HOU,F
6,15,15,439,17,32,150,16,40,0,5,5,10,28,6,2,6,9,15,14,10,0,85,10,14,41,0.43478260869565216,0.7428571428571429,0,3.8,0.8,2.1333333333333333,0.7316666666666667,0.3275862068965517,1,thompti01w,HOU,F
7,21,21,696,31,53,304,74,96,0,2,2,3,5,3,2,1,5,7,9,5,0,123,14,22,57,0.4523076923076923,0.8217821782178217,1,5.619047619047619,0.9523809523809523,2.4761904761904763,0.8285714285714286,0.48440065681444994,1,thompti01w,HOU,F
8,34,34,1234,65,62,495,171,130,0,0,0,0,0,0,0,0,0,0,0,0,0,229,23,29,112,0.4202020202020202,0.8341463414634146,0,6.735294117647059,0.8529411764705882,3.2941176470588234,0.9073529411764706,0.5806288032454362,0,thompti01w,HOU,F
9,30,29,1074,48,74,456,110,139,0,0,0,0,0,0,0,0,0,0,0,0,0,208,20,33,112,0.41228070175438597,0.859375,0,6.933333333333334,1.1,3.7333333333333334,0.895,0.5977011494252874,0,thompti01w,HOU,F
10,34,34,1182,46,71,395,85,141,0,6,6,16,42,17,5,4,15,16,24,26,0,241,28,31,109,0.3837953091684435,0.8852459016393442,0,5.852941176470588,0.7647058823529411,2.764705882352941,0.8691176470588236,0.5045638945233266,1,thompti01w,LAS,F
7,22,0,141,4,11,27,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,4,14,0.18518518518518517,0.625,0,0.8181818181818182,0.18181818181818182,0.6363636363636364,0.16022727272727272,0.24675324675324678,0,thorbsh01w,MIN,G
8,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.5,0.0,0,0.5,0.0,1.0,0.1,0.0,1,thorbsh01w,SEA,G
4,23,0,181,3,8,42,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,13,0.30952380952380953,1.0,0,0.4782608695652174,0.17391304347826086,0.5652173913043478,0.1967391304347826,0.2237762237762238,0,thorner01w,NYL,G
5,17,1,156,0,5,45,1,31,0,2,0,0,0,0,0,0,0,0,0,1,0,8,1,4,9,0.2826086956521739,0.5,0,0.47058823529411764,0.23529411764705882,0.5294117647058824,0.22941176470588234,0.1616161616161616,1,thorner01w,NYL,G
6,21,0,203,4,12,54,4,29,0,2,0,0,0,0,0,0,0,1,0,0,0,14,0,4,7,0.39285714285714285,1.0,0,0.6666666666666666,0.19047619047619047,0.3333333333333333,0.24166666666666667,0.33766233766233766,1,thorner01w,NYL,G
7,27,1,378,9,22,132,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,6,21,0.4166666666666667,0.9032258064516129,0,1.4074074074074074,0.2222222222222222,0.7777777777777778,0.35,0.2857142857142857,0,thorner01w,NYL,G
8,29,29,883,17,40,245,25,123,0,3,3,1,9,6,2,0,3,1,0,8,0,96,1,27,51,0.42578125,0.7352941176470589,0,3.0,0.8620689655172413,1.6551724137931034,0.7612068965517241,0.2765151515151515,1,thorner01w,NYL,G
9,32,5,380,2,22,106,10,71,0,6,0,0,2,6,1,0,5,1,7,7,0,22,2,8,25,0.3644067796610169,0.8888888888888888,0,0.625,0.21875,0.625,0.296875,0.32727272727272727,1,thorner01w,NYL,G
10,34,0,577,13,32,170,30,92,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,20,31,0.4235294117647059,0.9090909090909091,0,1.5588235294117647,0.5882352941176471,0.9117647058823529,0.42426470588235293,0.31085043988269795,0,thorner01w,CHI,G
1,20,7,377,10,36,157,23,37,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,13,30,0.3821656050955414,0.6571428571428571,0,1.6,0.65,1.5,0.47125,0.10909090909090909,0,threaro01w,SEA,G
5,31,1,287,13,23,74,7,18,0,3,0,0,1,1,0,0,1,3,0,0,0,40,8,9,24,0.48,0.5833333333333334,0,1.2580645161290323,0.2903225806451613,0.7419354838709677,0.2314516129032258,0.5903271692745377,1,tilliic01w,DET,F-C
7,25,0,256,21,46,89,16,29,2,0,0,0,0,0,0,0,0,0,0,0,0,55,4,10,22,0.3595505617977528,0.7272727272727273,0,2.2,0.4,0.88,0.256,0.5085748078060319,0,tilliic01w,NYL,F-C
8,11,1,34,2,6,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0.25,0.0,0,0.7272727272727273,0.0,1.0,0.07727272727272727,0.2631578947368421,0,tilliic01w,LAS,F-C
1,8,8,176,2,22,30,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,15,18,0.36666666666666664,1.0,0,2.0,1.875,2.25,0.55,0.18181818181818182,1,timmsmi01w,PHO,G
2,21,18,408,11,42,110,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,21,42,0.34545454545454546,0.8,0,2.142857142857143,1.0,2.0,0.4857142857142857,0.3766233766233767,0,timmsmi01w,PHO,G
10,27,0,386,6,33,159,21,90,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,10,44,0.4528301886792453,0.9130434782608695,0,1.3703703703703705,0.37037037037037035,1.6296296296296295,0.3574074074074074,0.21074380165289258,0,tolivkr01w,CHI,G
1,32,32,869,41,73,241,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,110,13,29,68,0.5062240663900415,0.9139784946236559,0,3.4375,0.90625,2.125,0.67890625,0.29633620689655177,0,torniel01w,DET,F
2,32,32,777,28,59,249,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,77,14,19,59,0.4457831325301205,0.8873239436619719,0,2.40625,0.59375,1.84375,0.60703125,0.20743534482758622,0,torniel01w,DET,F
2,2,0,8,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,2,0,0,3,0.0,1.0,0,0.0,0.0,1.0,0.1,0.0,1,torrele01w,MIA,C
1,32,12,574,24,74,158,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,31,32,0.4430379746835443,0.75,0,2.53125,0.96875,1.0,0.4484375,0.6399999999999999,0,traviti01w,CHA,G-F
1,25,3,318,6,30,51,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,10,30,0.35294117647058826,0.625,0,1.24,0.4,1.2,0.318,0.3090909090909091,0,tremich01w,IND,G
7,34,9,622,26,56,159,64,40,0,3,0,2,8,5,1,2,0,1,0,3,0,94,8,14,47,0.44047619047619047,0.8311688311688312,0,2.5294117647058822,0.38235294117647056,1.3823529411764706,0.4573529411764706,0.3333333333333333,1,turneba01w,SEA,G-F
8,22,2,263,9,25,72,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,8,21,0.4027777777777778,0.6585365853658537,0,1.9090909090909092,0.36363636363636365,0.9545454545454546,0.2988636363636364,0.3111111111111111,0,turneba01w,HOU,G-F
9,34,6,663,23,62,192,69,118,0,3,0,3,10,1,0,1,3,6,2,14,0,118,15,12,43,0.397196261682243,0.7802197802197802,0,3.176470588235294,0.35294117647058826,1.1764705882352942,0.4875,0.4971751412429378,1,turneba01w,CON,G-F
10,7,0,144,4,12,39,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,4,0.20512820512820512,0.8,0,2.142857142857143,0.7142857142857143,0.5714285714285714,0.5142857142857142,0.21333333333333332,0,turneba01w,CON,G-F
2,30,0,325,18,49,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,16,28,0.30952380952380953,0.4745762711864407,0,2.1,0.5333333333333333,0.9333333333333333,0.2708333333333333,0.1588785046728972,0,tuvicsl01w,PHO,C
3,26,1,320,11,53,77,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,9,31,0.38961038961038963,0.78125,0,2.423076923076923,0.34615384615384615,1.1923076923076923,0.3076923076923077,0.09705248023005031,0,tuvicsl01w,PHO,C
4,17,14,365,31,61,116,37,4,2,0,0,0,0,0,0,0,0,0,0,0,0,67,15,10,32,0.3879310344827586,0.8043478260869565,0,3.9411764705882355,0.5882352941176471,1.8823529411764706,0.5367647058823529,0.24738867509620668,0,tuvicsl01w,PHO,C
5,33,26,691,25,115,99,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,123,37,25,41,0.37373737373737376,0.7083333333333334,0,3.727272727272727,0.7575757575757576,1.2424242424242424,0.5234848484848484,0.31435853865760405,0,tuvicsl01w,PHO,C
4,25,3,251,22,38,64,16,1,0,1,0,0,1,0,0,0,2,2,2,0,0,52,2,4,23,0.5,0.68,0,2.04,0.16,0.84,0.251,0.17586206896551726,1,udokamf01w,HOU,F
5,3,0,19,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.25,0,1.0,0.0,0.3333333333333333,0.15833333333333333,0.08620689655172414,1,udokamf01w,LAS,F
4,14,0,68,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,10,0.25,0.0,0,0.8571428571428571,0.0,0.7142857142857143,0.12142857142857143,0.2631578947368421,1,ujhelpe01w,DET,F-C
4,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.05,0.18181818181818182,1,umoh-it01w,HOU,G
1,22,0,171,3,21,60,6,29,0,3,0,1,4,0,1,0,0,0,4,3,0,25,4,9,13,0.3384615384615385,1.0,0,0.9545454545454546,0.36363636363636365,0.5909090909090909,0.1943181818181818,0.08228840125391851,1,valdeam01w,HOU,F
1,28,1,199,16,37,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,3,30,0.5,0.5428571428571428,0,1.5,0.10714285714285714,1.0714285714285714,0.17767857142857144,0.04005340453938584,0,vangomi01w,POR,C
2,22,8,243,15,36,40,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,3,18,0.375,0.55,0,1.5454545454545454,0.13636363636363635,0.8181818181818182,0.2761363636363636,0.07646559048428206,0,vangomi01w,MIN,C
3,22,13,352,29,53,90,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,64,11,6,20,0.45555555555555555,0.7272727272727273,0,2.909090909090909,0.2727272727272727,0.9090909090909091,0.4,0.14018691588785046,0,vangomi01w,MIN,C
4,31,1,528,32,87,162,35,1,2,3,0,0,1,3,1,3,4,11,8,0,0,108,23,11,60,0.4260355029585799,0.6666666666666666,0,3.4516129032258065,0.3225806451612903,1.8064516129032258,0.4258064516129032,0.18088634308109736,1,vangomi01w,MIN,C
5,8,0,66,6,8,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,7,0.47368421052631576,0.5,0,1.625,0.0,0.875,0.20625,0.035046728971962614,1,vangomi01w,MIN,C
10,34,1,396,35,57,148,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,88,3,6,32,0.49324324324324326,0.5,0,2.588235294117647,0.17647058823529413,0.9411764705882353,0.2911764705882353,0.02473886750962067,0,vaughki01w,NYL,C
9,15,0,78,4,6,19,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,10,0.15789473684210525,0.6,0,1.0,0.13333333333333333,0.6666666666666666,0.13,0.08620689655172414,0,vaughkr01w,WAS,F
2,29,14,658,14,58,125,32,50,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,33,82,0.28,0.7619047619047619,0,2.0689655172413794,1.1379310344827587,2.8275862068965516,0.5672413793103448,0.2771618625277162,0,vealkr01w,PHO,G
3,23,10,361,6,41,79,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,14,42,0.3037974683544304,0.7692307692307693,0,1.173913043478261,0.6086956521739131,1.826086956521739,0.3923913043478261,0.1774891774891775,0,vealkr01w,PHO,G
7,2,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.0,0.0,0,1.0,0.0,0.5,0.15,0.0,1,vilipda01w,LAS,F-C
1,23,19,489,28,63,171,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,97,12,13,57,0.39766081871345027,0.7692307692307693,0,4.217391304347826,0.5652173913043478,2.4782608695652173,0.5315217391304348,0.6155740227762387,0,vodicka01w,SEA,F-C
2,29,4,405,25,56,122,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,16,34,0.4180327868852459,0.8636363636363636,0,2.4482758620689653,0.5517241379310345,1.1724137931034482,0.34913793103448276,0.6471095772217429,0,vodicka01w,SEA,F-C
3,32,30,817,61,96,245,54,38,1,2,2,2,10,3,2,0,2,3,11,2,0,186,18,38,57,0.46360153256704983,0.8205128205128205,0,5.5,1.125,1.71875,0.63828125,0.6337271750805585,1,vodicka01w,SEA,F-C
4,28,27,709,55,101,213,82,5,4,0,0,0,0,0,0,0,0,0,0,0,0,143,21,20,53,0.47417840375586856,0.8118811881188119,0,5.107142857142857,0.7142857142857143,1.8928571428571428,0.6330357142857143,0.7017543859649122,0,vodicka01w,SEA,F-C
5,34,34,873,65,110,241,84,2,5,8,8,13,30,6,7,7,13,16,18,0,0,198,19,39,86,0.3923611111111111,0.753968253968254,0,4.9411764705882355,0.9411764705882353,2.1470588235294117,0.6419117647058824,0.5962000436776588,1,vodicka01w,SEA,F-C
6,28,25,821,60,86,257,48,7,2,0,0,0,0,0,0,0,0,0,0,0,0,196,22,28,58,0.49416342412451364,0.6666666666666666,0,7.0,1.0,2.0714285714285716,0.7330357142857142,0.6246160147450338,0,vodicka01w,PHO,F-C
7,28,27,736,46,89,250,50,7,2,0,0,0,0,0,0,0,0,0,0,0,0,187,19,28,53,0.444,0.7692307692307693,0,6.678571428571429,1.0,1.8928571428571428,0.6571428571428571,0.5726315789473684,0,vodicka01w,PHO,F-C
6,17,0,98,3,9,22,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,20,2,3,8,0.34782608695652173,0.6666666666666666,0,1.1764705882352942,0.17647058823529413,0.47058823529411764,0.14411764705882352,0.10141987829614606,1,vodopna01w,SEA,F
10,13,0,90,6,20,28,8,6,0,1,0,0,0,0,0,0,1,0,0,0,0,23,2,2,8,0.25,0.8,0,1.7692307692307692,0.15384615384615385,0.5384615384615384,0.17307692307692307,0.4323308270676691,1,walkeas01w,SEA,F-C
3,32,0,548,56,56,167,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,118,34,12,29,0.3772455089820359,0.6938775510204082,0,3.6875,0.375,0.90625,0.428125,0.31788793103448276,0,walkeay01w,DET,F
4,34,1,271,34,33,70,8,0,0,4,0,3,6,0,4,1,1,0,3,0,0,77,12,14,20,0.3333333333333333,0.4583333333333333,0,2.088235294117647,0.29411764705882354,0.5588235294117647,0.19926470588235295,0.18002028397565925,1,walkeay01w,DET,F
5,18,1,148,10,13,28,2,0,0,2,0,0,0,1,0,0,1,1,0,0,0,26,4,1,6,0.2857142857142857,0.3333333333333333,0,1.4444444444444444,0.05555555555555555,0.2777777777777778,0.20555555555555555,0.12452107279693488,1,walkeay01w,DET,F
6,21,11,333,20,26,68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,8,19,0.4264705882352941,0.65,0,3.0952380952380953,0.38095238095238093,0.9047619047619048,0.3964285714285714,0.26683087027914615,1,walkeay01w,DET,F
7,25,0,181,11,31,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,10,4,0.4594594594594595,0.5714285714285714,0,1.24,0.4,0.16,0.181,0.10689655172413794,0,walkeay01w,CHA,F
8,2,1,43,0,8,7,1,0,1,5,0,1,5,1,0,0,0,2,3,0,0,11,2,1,6,0.5,0.5,0,3.0,0.5,3.0,0.5375,0.25862068965517243,1,walkeay01w,DET,F
1,30,1,311,29,69,88,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,47,7,17,35,0.3977272727272727,0.46808510638297873,0,1.5666666666666667,0.5666666666666667,1.1666666666666667,0.25916666666666666,0.13505747126436782,0,walkede01w,POR,F
2,21,0,297,29,51,100,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58,12,7,35,0.44,0.575,0,2.761904761904762,0.3333333333333333,1.6666666666666667,0.3535714285714286,0.2380952380952381,0,walkede01w,POR,F
3,31,29,848,55,97,287,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,154,33,26,90,0.4843205574912892,0.6210526315789474,0,4.967741935483871,0.8387096774193549,2.903225806451613,0.6838709677419355,0.42825361512791993,0,walkede01w,POR,F
4,34,21,740,61,95,242,83,15,0,6,6,14,27,10,1,3,21,17,20,0,0,176,26,26,90,0.45454545454545453,0.5766871165644172,0,4.382352941176471,0.7352941176470589,2.0294117647058822,0.5441176470588235,0.37778904665314406,1,walkede01w,SAC,F
5,34,34,884,72,109,267,62,10,1,6,6,11,20,14,6,8,18,12,17,0,0,163,21,32,104,0.4392523364485981,0.6083333333333333,0,4.205882352941177,0.7647058823529411,2.5294117647058822,0.65,0.36257606490872213,1,walkede01w,SAC,F
6,22,19,598,47,66,234,60,1,1,6,0,7,18,21,3,0,17,19,12,0,0,135,13,31,86,0.527972027972028,0.6571428571428571,0,5.318181818181818,1.2727272727272727,3.1363636363636362,0.6795454545454546,0.4584639498432602,1,walkede01w,SAC,F
7,23,8,438,55,53,181,55,0,1,9,9,22,37,23,6,5,20,24,23,0,0,129,12,21,56,0.43795620437956206,0.6355140186915887,0,4.0,0.6521739130434783,1.565217391304348,0.47608695652173916,0.3448275862068966,1,walkede01w,SAC,F
8,5,5,105,17,11,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,15,0.40476190476190477,0.7142857142857143,0,5.0,0.6,3.0,0.525,0.4310344827586207,1,walkede01w,SAC,F
9,7,0,52,4,10,11,1,0,0,3,0,4,14,1,2,0,6,8,5,0,0,20,0,7,16,0.48148148148148145,0.7142857142857143,0,0.8571428571428571,0.7142857142857143,1.4285714285714286,0.18571428571428572,0.07389162561576355,1,walkede01w,SAC,F
10,34,30,821,54,112,250,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,157,16,27,92,0.476,0.726027397260274,0,4.617647058823529,0.7941176470588235,2.7058823529411766,0.6036764705882353,0.39807302231237324,0,walkede01w,SAC,F
9,2,0,11,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0.0,0.0,0,3.5,0.0,2.0,0.1375,0.14018691588785046,0,walkema01w,HOU,C
2,4,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.5,1.0,0,0.5,0.0,0.5,0.05,0.04310344827586207,1,walsema01w,SAC,F
3,18,0,104,7,8,25,0,7,0,1,0,0,0,1,0,1,1,1,0,0,0,21,1,2,10,0.2222222222222222,0.0,0,1.1666666666666667,0.1111111111111111,0.5,0.14444444444444443,0.10057471264367818,1,walsema01w,WAS,F
1,25,0,236,3,19,33,16,15,0,6,0,4,11,6,5,1,8,4,6,7,0,30,1,21,27,0.35714285714285715,0.8076923076923077,0,0.76,0.64,0.76,0.236,0.22966507177033493,1,washico01w,HOU,G
2,32,32,1013,20,63,177,14,81,1,2,2,2,9,5,2,0,2,5,0,10,0,127,9,71,59,0.3402061855670103,0.6363636363636364,0,3.6875,2.15625,1.78125,0.79140625,0.38915470494417864,1,washico01w,HOU,G
3,32,23,674,14,60,120,16,52,1,3,3,1,6,14,3,0,6,10,1,16,0,80,2,39,50,0.35374149659863946,0.7391304347826086,0,2.3125,1.125,1.375,0.5265625,0.32644628099173556,1,washico01w,IND,G
4,20,10,348,2,32,67,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,14,30,0.2835820895522388,0.8461538461538461,0,1.45,0.7,1.5,0.435,0.29090909090909095,0,washico01w,IND,G
1,19,0,103,6,4,29,4,14,0,1,0,0,0,0,0,0,1,1,0,0,0,14,0,2,5,0.27586206896551724,0.6666666666666666,0,0.7368421052631579,0.10526315789473684,0.21052631578947367,0.1355263157894737,0.06352087114337568,1,washito01w,WAS,F
2,30,2,336,19,5,114,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,4,14,0.35964912280701755,0.8181818181818182,0,1.4333333333333333,0.13333333333333333,0.4666666666666667,0.28,0.12356321839080461,0,washito01w,WAS,F
3,25,0,291,27,6,86,11,18,0,4,0,1,3,2,3,0,1,4,5,5,0,41,2,6,17,0.35,0.8333333333333334,0,1.52,0.12,0.64,0.291,0.1310344827586207,1,washito01w,WAS,F
4,24,0,222,12,12,63,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,10,0.31746031746031744,1.0,0,0.875,0.20833333333333334,0.4166666666666667,0.23125,0.07543103448275862,0,washito01w,WAS,F
1,32,0,598,47,75,149,43,2,0,6,0,5,18,5,3,3,8,7,6,2,0,147,27,24,71,0.5170454545454546,0.703125,0,4.03125,0.65625,1.96875,0.4671875,0.21028037383177567,1,wautean01w,CLE,C
2,24,14,622,35,55,153,60,2,0,3,3,6,10,2,2,3,4,10,9,0,0,124,16,19,54,0.5813953488372093,0.8095238095238095,0,4.75,0.7083333333333334,2.0833333333333335,0.6479166666666667,0.15186915887850466,1,wautean01w,CLE,C
3,28,25,802,45,74,217,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,21,16,59,0.5529953917050692,0.8505747126436781,0,5.0,0.5714285714285714,2.107142857142857,0.7160714285714286,0.21028037383177567,0,wautean01w,CLE,C
5,13,4,271,10,28,66,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,4,21,0.4393939393939394,0.7931034482758621,0,3.076923076923077,0.3076923076923077,1.6153846153846154,0.5211538461538462,0.17253774263120056,1,wautean01w,NYL,C
6,28,28,879,47,91,279,79,2,1,0,0,0,0,0,0,0,0,0,0,0,0,184,23,18,71,0.5412186379928315,0.7523809523809524,0,6.571428571428571,0.6428571428571429,2.5357142857142856,0.7848214285714286,0.23030707610146858,1,wautean01w,NYL,C
9,32,31,980,47,75,366,70,31,0,9,9,13,52,14,6,12,17,26,27,12,0,291,50,42,87,0.5126582278481012,0.752,0,7.46875,1.125,2.1875,0.765625,0.33294392523364486,1,wautean01w,SAS,C
10,17,16,463,29,39,168,35,6,0,3,3,8,23,10,0,0,4,7,5,0,0,118,6,13,48,0.5196078431372549,0.6842105263157895,0,5.588235294117647,0.7647058823529411,2.588235294117647,0.6808823529411765,0.09895547003848268,1,wautean01w,SAS,C
