year,GP,GS,minutes,oRebounds,PF,fgAttempted,ftMade,threeAttempted,dq,PostGP,PostGS,PostoRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ,total_rebounds,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
3,5,0,16,3,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.42857142857142855,0.5,0,0.8,0.0,0.0,0.08,0.6015037593984962,0,berthlu01w,CLE,F-C
4,22,4,201,20,38,52,30,1,0,3,0,2,4,1,1,1,2,5,0,0,0,46,5,11,24,0.47540983606557374,0.6521739130434783,0,1.9090909090909092,0.45454545454545453,1.0,0.22840909090909092,0.8502024291497975,1,berthlu01w,CLE,F-C
5,16,0,134,12,28,34,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,2,6,9,0.35294117647058826,0.7222222222222222,0,1.6875,0.375,0.5625,0.209375,0.5727554179566563,0,berthlu01w,HOU,F-C
1,32,32,796,19,93,112,56,60,1,0,0,0,0,0,0,0,0,0,0,0,0,95,6,41,66,0.35714285714285715,0.7777777777777778,0,2.96875,1.28125,2.0625,0.621875,0.24517906336088152,0,beviltu01w,POR,G
2,31,31,788,27,102,119,52,73,0,0,0,0,0,0,0,0,0,0,0,0,0,88,6,59,52,0.3277310924369748,0.7323943661971831,0,2.838709677419355,1.903225806451613,1.6774193548387097,0.635483870967742,0.36013986013986016,0,beviltu01w,POR,G
3,27,19,421,7,49,61,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,22,27,0.4098360655737705,0.6551724137931034,0,1.2222222222222223,0.8148148148148148,1.0,0.38981481481481484,0.2962962962962963,0,beviltu01w,POR,G
4,31,0,252,9,30,51,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,14,20,0.3333333333333333,0.7619047619047619,0,0.8387096774193549,0.45161290322580644,0.6451612903225806,0.2032258064516129,0.29090909090909095,0,beviltu01w,SEA,G
5,34,0,358,6,48,60,20,26,0,8,0,3,16,11,8,1,9,12,4,7,0,42,3,46,35,0.4155844155844156,0.696969696969697,0,0.7647058823529411,1.1176470588235294,0.7647058823529411,0.26323529411764707,0.2027972027972028,1,beviltu01w,SEA,G
6,31,31,873,12,69,162,24,116,0,4,4,1,9,11,7,1,10,12,7,14,0,72,1,67,61,0.37967914438502676,0.5686274509803921,0,2.032258064516129,1.935483870967742,1.6451612903225807,0.7040322580645161,0.28520499108734404,1,beviltu01w,IND,G
7,34,34,999,10,72,185,38,106,0,2,2,0,6,2,1,0,0,7,6,3,0,83,1,72,54,0.4,0.711864406779661,0,2.264705882352941,2.088235294117647,1.588235294117647,0.7345588235294118,0.265993265993266,1,beviltu01w,IND,G
8,34,34,901,15,88,150,15,89,0,6,6,5,16,19,11,0,8,17,12,28,1,91,2,67,61,0.4072164948453608,0.7352941176470589,1,2.2058823529411766,1.6470588235294117,1.5588235294117647,0.6625,0.3156089193825043,1,beviltu01w,IND,G
9,30,30,876,12,73,158,17,89,0,3,3,4,7,7,3,0,1,8,1,18,0,75,4,62,36,0.3901098901098901,0.6206896551724138,0,2.2666666666666666,1.9666666666666666,1.1666666666666667,0.73,0.33766233766233766,1,beviltu01w,IND,G
10,34,32,861,12,76,181,36,107,0,10,10,5,23,20,12,1,11,25,10,32,0,102,9,74,59,0.36752136752136755,0.671875,0,2.323529411764706,1.8235294117647058,1.411764705882353,0.6330882352941176,0.3674242424242425,1,beviltu01w,IND,G
1,17,0,69,3,9,18,11,6,0,3,0,0,0,2,0,0,2,0,0,0,0,5,0,3,14,0.25,0.8461538461538461,0,0.29411764705882354,0.17647058823529413,0.7058823529411765,0.10147058823529412,0.16666666666666666,1,bibbyje01w,NYL,G
5,24,9,465,5,38,151,23,84,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,21,32,0.36423841059602646,0.8846153846153846,0,1.1666666666666667,0.875,1.3333333333333333,0.484375,0.4126984126984127,0,bibrzag01w,SAS,G-F
7,32,22,751,10,49,311,46,157,0,0,0,0,0,0,0,0,0,0,0,0,0,66,12,26,47,0.4180064308681672,0.8679245283018868,0,2.0625,0.8125,1.46875,0.58671875,0.4670912951167728,0,bibrzag01w,SAS,G-F
3,32,32,1121,17,48,375,102,142,0,2,2,0,0,12,5,0,5,6,7,11,0,83,3,60,114,0.40302267002518893,0.9159663865546218,0,2.59375,1.71875,3.40625,0.87578125,0.31859883236030023,1,birdsu01w,SEA,G
4,34,34,1136,22,47,368,61,140,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,48,110,0.421195652173913,0.8840579710144928,0,3.323529411764706,1.411764705882353,3.235294117647059,0.8352941176470589,0.3652892561983471,0,birdsu01w,SEA,G
5,34,34,1136,22,48,326,73,146,0,8,8,5,26,42,12,0,16,13,21,20,0,132,5,63,103,0.4496124031007752,0.839622641509434,0,3.1176470588235294,1.5,2.5588235294117645,0.8352941176470589,0.38453500522466044,1,birdsu01w,SEA,G
6,30,30,1020,21,46,294,59,103,0,3,3,1,5,13,3,0,4,6,8,15,0,77,6,32,91,0.42507645259938837,0.8571428571428571,0,2.4,0.9666666666666667,2.9,0.85,0.36781609195402304,1,birdsu01w,SEA,G
7,34,34,1065,24,60,333,59,153,1,3,3,3,8,10,1,2,7,3,8,21,0,110,7,62,95,0.4065040650406504,0.8421052631578947,1,3.0,1.7941176470588236,2.588235294117647,0.7830882352941176,0.3347107438016529,1,birdsu01w,SEA,G
8,29,29,919,8,46,276,22,133,0,2,2,0,4,10,4,0,6,4,4,12,0,61,8,47,73,0.43,0.8666666666666667,0,1.9655172413793103,1.4827586206896552,2.310344827586207,0.7922413793103448,0.3880597014925374,1,birdsu01w,SEA,G
9,33,33,1111,14,61,390,74,137,0,3,3,0,7,9,4,0,6,3,8,17,0,91,3,43,94,0.4431818181818182,0.8817204301075269,0,2.5454545454545454,1.1818181818181819,2.6666666666666665,0.8416666666666667,0.34917355371900827,1,birdsu01w,SEA,G
10,31,31,1101,12,50,377,35,150,0,3,3,1,11,12,4,0,7,5,8,12,0,89,3,51,88,0.4024390243902439,0.8571428571428571,0,2.5161290322580645,1.5161290322580645,2.6129032258064515,0.8879032258064516,0.40179573512906847,1,birdsu01w,SEA,G
5,4,0,13,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0,0,0.0,0.0,0.25,0.08125,0.0,0,bjorkte01w,CHA,C
10,33,8,428,41,54,92,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,107,27,13,25,0.3804347826086957,0.627906976744186,0,3.242424242424242,0.3939393939393939,0.7575757575757576,0.3242424242424242,0.2293967714528462,0,blackch01w,CON,C
1,32,32,820,23,86,150,29,42,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,58,50,0.38,0.6904761904761905,0,2.875,1.8125,1.5625,0.640625,0.3563636363636364,0,blackde01w,MIA,G
2,32,32,946,43,69,187,37,20,0,3,3,7,16,11,5,1,4,7,0,3,0,142,3,87,55,0.375609756097561,0.7708333333333334,1,3.9375,2.5625,1.59375,0.7390625,0.4385026737967914,1,blackde01w,MIA,G
3,32,32,899,41,75,160,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,123,5,59,32,0.4,0.7575757575757576,0,3.84375,1.84375,1.0,0.70234375,0.7784090909090909,0,blackde01w,MIA,G
4,34,0,373,16,33,68,6,3,0,4,0,1,2,2,2,0,0,2,0,0,0,53,2,22,18,0.358974358974359,0.6666666666666666,0,1.5,0.5882352941176471,0.5294117647058824,0.27426470588235297,0.46464646464646464,1,blackde01w,CON,G
5,31,4,347,13,35,56,3,1,0,8,0,2,11,7,4,0,6,12,0,1,0,47,0,23,21,0.42857142857142855,0.75,0,1.1612903225806452,0.6129032258064516,0.4838709677419355,0.27983870967741936,0.5696969696969697,1,blackde01w,CON,G
1,20,0,133,1,9,50,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8,13,0.4,0.6666666666666666,0,0.45,0.4,0.65,0.16625,0.04195804195804196,1,blodgci01w,SAC,G
2,11,0,72,1,6,29,0,15,0,2,0,0,2,1,0,0,1,1,2,2,0,11,1,6,12,0.45454545454545453,0.5,0,0.8181818181818182,0.5454545454545454,1.0,0.16363636363636364,0.09917355371900825,1,blodgci01w,SAC,G
7,24,0,181,7,36,54,25,12,0,1,0,0,1,0,1,0,0,0,0,1,0,21,0,19,18,0.2545454545454545,0.8064516129032258,0,0.8333333333333334,0.75,0.75,0.18854166666666666,0.36363636363636365,1,blueni01w,WAS,G
8,30,1,420,13,55,108,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,22,37,0.32407407407407407,0.8378378378378378,0,2.1,0.7333333333333333,1.2333333333333334,0.35,0.23587223587223588,0,blueni01w,WAS,G
9,26,22,537,15,59,102,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,19,42,0.3235294117647059,0.76,0,1.5769230769230769,0.7307692307692307,1.6153846153846154,0.5163461538461539,0.31601731601731603,0,blueni01w,WAS,G
10,16,0,91,2,12,24,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,13,0.2916666666666667,0.7,0,0.625,0.4375,0.8125,0.1421875,0.16783216783216784,1,blueni01w,WAS,G
4,16,0,37,1,3,4,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,4,0.2,0.5,0,0.125,0.0,0.125,0.0578125,0.010775862068965518,1,blueoc01w,HOU,F
5,13,3,155,12,10,42,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,7,0.38095238095238093,0.9230769230769231,0,1.6153846153846154,0.07692307692307693,0.5384615384615384,0.2980769230769231,0.13925729442970824,0,blueoc01w,HOU,F
9,26,17,552,16,40,127,16,71,0,6,6,3,9,18,5,0,8,19,4,19,0,73,1,30,71,0.2694610778443114,0.6538461538461539,0,2.4615384615384617,0.9615384615384616,2.423076923076923,0.5307692307692308,0.25974025974025977,1,bobbish01w,LAS,G
10,33,3,353,11,34,85,11,37,0,3,0,0,1,0,0,0,1,3,0,2,0,34,1,15,29,0.29213483146067415,0.8461538461538461,0,1.0,0.45454545454545453,0.8484848484848485,0.2674242424242424,0.2987012987012987,1,bobbish01w,LAS,G
10,4,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0,0.0,0.25,0.25,0.05625,0.0,0,boddiwh01w,SAC,G
1,29,29,868,42,60,368,64,160,0,2,2,4,9,7,4,0,5,6,9,14,0,115,1,38,50,0.36318407960199006,0.7849462365591398,0,3.6551724137931036,1.1724137931034482,1.5517241379310345,0.7482758620689656,0.2303030303030303,1,boltoru01w,SAC,G
2,31,0,582,34,55,216,36,110,0,5,0,10,22,9,4,0,10,11,13,23,0,115,1,32,49,0.34615384615384615,0.7384615384615385,0,3.0,0.9032258064516129,1.2580645161290323,0.4693548387096774,0.25641025641025644,1,boltoru01w,SAC,G
3,32,1,737,31,74,316,56,132,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,45,35,0.39556962025316456,0.7272727272727273,0,2.9375,1.40625,1.09375,0.57578125,0.19220779220779222,0,boltoru01w,SAC,G
4,33,0,521,15,52,175,20,98,0,6,0,2,10,6,2,0,5,10,0,12,0,67,2,35,26,0.30049261083743845,0.7692307692307693,0,1.7272727272727273,1.0,0.6363636363636364,0.3946969696969697,0.30303030303030304,1,boltoru01w,SAC,G
5,34,4,469,17,45,154,14,79,0,6,0,1,4,3,4,0,3,3,4,9,0,53,0,27,18,0.3488372093023256,0.7391304347826086,0,1.4411764705882353,0.6764705882352942,0.4411764705882353,0.3448529411764706,0.3757575757575758,1,boltoru01w,SAC,G
7,34,5,614,7,83,158,57,46,1,0,0,0,0,0,0,0,0,0,0,0,0,49,8,35,80,0.3987341772151899,0.7402597402597403,0,1.4411764705882353,1.0294117647058822,2.3529411764705883,0.4514705882352941,0.16590909090909092,0,bondla01w,CHA,G
9,32,1,325,7,56,90,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,15,33,0.28888888888888886,0.8125,0,0.96875,0.46875,1.03125,0.25390625,0.1487603305785124,1,bondla01w,IND,G
3,22,6,306,16,35,89,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,18,0.48314606741573035,0.76,0,1.6818181818181819,0.5454545454545454,0.8181818181818182,0.3477272727272727,0.23232323232323232,0,bonfisu01w,PHO,G
10,34,0,724,70,70,278,125,13,0,11,0,17,47,3,5,6,7,13,35,1,0,243,31,28,41,0.46397694524495675,0.8148148148148148,1,5.764705882352941,0.6764705882352942,1.0,0.5323529411764706,0.06951871657754011,1,bonnede01w,PHO,G
8,6,1,37,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0.3,0.0,0,0.3333333333333333,0.0,0.6666666666666666,0.15416666666666667,0.045454545454545456,1,bowenli01w,NYL,G
2,21,0,230,10,32,67,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,11,16,0.34328358208955223,0.9,0,1.2380952380952381,0.5238095238095238,0.7619047619047619,0.27380952380952384,0.10673234811165846,0,boydca01w,DET,F
6,33,2,455,42,78,210,33,1,0,2,0,4,7,2,0,0,3,5,6,0,0,107,13,18,55,0.4473684210526316,0.5757575757575758,0,3.0303030303030303,0.5454545454545454,1.5757575757575757,0.3446969696969697,0.5689223057644109,1,braxtka01w,DET,F-C
7,34,1,359,42,83,143,30,2,1,10,0,8,28,6,8,4,18,27,11,0,0,145,15,19,71,0.41025641025641024,0.6101694915254238,0,3.4411764705882355,0.3235294117647059,1.5588235294117647,0.2639705882352941,0.5373573794626426,1,braxtka01w,DET,F-C
8,31,20,545,54,91,188,39,0,2,11,0,21,60,5,3,8,20,29,24,1,0,226,24,17,82,0.4523809523809524,0.6829268292682927,0,5.354838709677419,0.45161290322580644,2.0,0.43951612903225806,0.5795072788353862,1,braxtka01w,DET,F-C
9,33,10,590,48,84,258,81,2,1,9,9,20,48,9,4,5,17,22,20,0,0,216,29,18,71,0.43167701863354035,0.7286821705426356,0,5.090909090909091,0.42424242424242425,1.6363636363636365,0.44696969696969696,0.6017951856385149,1,braxtka01w,DET,F-C
10,28,2,504,66,79,201,40,0,0,5,0,12,34,7,4,7,12,10,14,0,0,201,25,23,63,0.5294117647058824,0.631578947368421,0,5.964285714285714,0.6785714285714286,1.8214285714285714,0.45,0.6598586017282011,1,braxtka01w,DET,F-C
1,22,3,203,16,24,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,5,17,0.3877551020408163,0.6842105263157895,0,1.5454545454545454,0.22727272727272727,0.7727272727272727,0.23068181818181818,0.13322884012539185,0,brazian01w,CHA,F
2,23,0,341,21,27,115,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,13,9,20,0.43478260869565216,0.7714285714285715,0,3.347826086956522,0.391304347826087,0.8695652173913043,0.3706521739130435,0.2886056971514243,0,brazian01w,IND,F
2,1,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0,2.0,0.0,1.0,0.125,0.0,1,bristre01w,CHA,G
1,28,23,725,40,88,137,63,25,0,2,2,0,9,1,1,1,3,5,14,4,0,120,7,31,39,0.5,0.7956989247311828,0,3.9642857142857144,1.0714285714285714,1.2857142857142858,0.6473214285714286,0.3417487684729064,1,brogami01w,PHO,F
2,29,29,850,10,61,344,57,66,0,3,3,1,10,7,2,0,3,5,6,10,0,60,4,30,39,0.40789473684210525,0.8157894736842105,0,1.7241379310344827,0.9655172413793104,1.2413793103448276,0.7327586206896551,0.3181818181818182,1,brondsa01w,MIA,G
3,30,23,763,7,40,266,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,26,40,0.36466165413533835,0.8208955223880597,0,1.3666666666666667,0.8666666666666667,1.3333333333333333,0.6358333333333334,0.20909090909090908,0,brondsa01w,MIA,G
4,34,34,975,19,58,282,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,31,37,0.4148936170212766,0.8064516129032258,0,1.6470588235294117,0.9117647058823529,1.088235294117647,0.7169117647058824,0.3390663390663391,0,brondsa01w,SEA,G
4,30,2,522,11,30,164,28,100,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,21,36,0.3719512195121951,0.8484848484848485,0,1.3666666666666667,0.7,1.2,0.435,0.15656565656565657,0,brownco01w,IND,G
5,26,0,398,10,31,108,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,7,31,0.3425925925925926,0.625,0,1.3076923076923077,0.2692307692307692,1.1923076923076923,0.38269230769230766,0.2404692082111437,0,brownco01w,IND,G
6,6,0,23,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0.4,0.0,0,0.3333333333333333,0.16666666666666666,0.5,0.09583333333333334,0.18181818181818182,1,brownco01w,IND,G
7,15,2,252,4,12,59,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,18,0.2711864406779661,0.5,0,1.4666666666666666,0.6666666666666666,1.2,0.42,0.26262626262626265,0,brownco01w,CHI,G
1,32,7,619,36,77,168,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,24,68,0.35714285714285715,0.8375,0,2.75,0.75,2.125,0.48359375,0.3333333333333333,0,browned01w,DET,G-F
2,32,14,800,31,83,232,47,53,1,0,0,0,0,0,0,0,0,0,0,0,0,101,7,33,68,0.36637931034482757,0.7833333333333333,0,3.15625,1.03125,2.125,0.625,0.5031446540880503,0,browned01w,DET,G-F
3,28,7,549,29,73,131,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,82,7,25,60,0.3282442748091603,0.71875,0,2.9285714285714284,0.8928571428571429,2.142857142857143,0.4901785714285714,0.6666666666666666,0,browned01w,DET,G-F
4,34,6,524,29,44,152,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,30,47,0.26973684210526316,0.8181818181818182,0,2.088235294117647,0.8823529411764706,1.3823529411764706,0.38529411764705884,0.0,0,browned01w,PHO,G-F
7,4,0,28,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0.2,1.0,0,1.0,0.25,0.5,0.175,0.0,1,browned01w,HOU,G-F
3,18,0,108,4,10,35,3,11,0,2,0,0,1,1,2,0,0,3,0,2,0,13,0,7,5,0.36585365853658536,1.0,0,0.6666666666666666,0.2777777777777778,0.2777777777777778,0.15,0.21818181818181817,1,brownki01w,WAS,G
4,27,0,269,6,23,72,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,13,22,0.3333333333333333,0.6666666666666666,0,1.1851851851851851,0.48148148148148145,0.8148148148148148,0.2490740740740741,0.23140495867768596,0,brownki01w,WAS,G
5,26,0,371,9,21,88,21,28,0,2,0,0,0,0,0,0,0,0,0,1,0,50,2,13,33,0.4044943820224719,0.875,0,1.9230769230769231,0.5,1.2692307692307692,0.35673076923076924,0.23140495867768596,1,brownki01w,WAS,G
6,6,0,32,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,3,4,0.5,1.0,0,0.16666666666666666,0.5,0.6666666666666666,0.13333333333333333,0.09090909090909091,0,brownki01w,WAS,G
7,16,0,58,2,7,20,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,3,0.3,0.875,0,0.5,0.125,0.1875,0.090625,0.5454545454545454,0,brownki01w,NYL,G
8,30,0,356,10,26,108,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,13,27,0.37962962962962965,0.8541666666666666,0,1.4666666666666666,0.43333333333333335,0.9,0.2966666666666667,0.3367003367003367,0,brownki01w,MIN,G
9,32,17,530,8,41,146,31,67,0,4,3,1,1,2,0,0,1,1,1,3,0,60,0,19,40,0.3625,0.9142857142857143,0,1.84375,0.59375,1.21875,0.4140625,0.3076923076923077,1,brownki01w,LAS,G
10,34,0,393,9,35,123,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,13,29,0.3821138211382114,0.8181818181818182,0,1.6176470588235294,0.38235294117647056,0.8529411764705882,0.2889705882352941,0.23824451410658307,0,brownki01w,CON,G
1,30,22,679,54,81,187,66,2,0,6,6,19,34,10,17,2,17,17,24,1,0,158,15,55,76,0.49137931034482757,0.8529411764705882,0,4.133333333333334,1.2666666666666666,1.9666666666666666,0.5658333333333333,0.35632183908045983,1,brownru01w,CLE,F
2,30,24,760,49,73,195,46,1,1,3,1,2,8,5,4,2,3,9,6,0,0,140,12,48,40,0.5285714285714286,0.7391304347826086,0,4.4,1.4666666666666666,1.2333333333333334,0.6333333333333333,0.37931034482758624,1,brownru01w,CLE,F
3,28,2,468,29,54,105,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,21,39,0.4,0.7368421052631579,0,2.6785714285714284,0.75,1.3928571428571428,0.41785714285714287,0.2309113300492611,0,brownru01w,CLE,F
4,34,5,483,34,88,116,19,2,1,2,1,3,8,4,2,0,4,4,2,0,0,91,10,31,39,0.45528455284552843,0.8,0,2.4411764705882355,0.8529411764705882,1.0294117647058822,0.3551470588235294,0.21044624746450308,1,brownru01w,CHA,F
1,32,17,613,22,70,101,29,9,1,0,0,0,0,0,0,0,0,0,0,0,0,60,2,22,40,0.46534653465346537,0.6904761904761905,0,1.875,0.6875,1.25,0.47890625,0.19090909090909092,0,brumfma01w,MIN,G
2,27,0,247,8,27,60,5,15,0,2,0,0,0,0,1,0,0,0,0,1,0,25,0,21,24,0.2903225806451613,1.0,0,0.9259259259259259,0.7407407407407407,0.8888888888888888,0.22870370370370371,0.24242424242424243,1,brumfma01w,MIA,G
4,25,0,123,1,13,16,6,3,0,2,0,0,0,1,0,0,1,1,2,0,0,10,1,1,7,0.3888888888888889,0.875,0,0.4,0.04,0.24,0.123,0.42424242424242425,1,brumfma01w,CHA,G
5,33,0,314,10,21,59,4,38,0,8,0,5,13,5,1,0,2,5,0,10,0,50,4,5,14,0.28378378378378377,0.8,0,1.121212121212121,0.12121212121212122,0.36363636363636365,0.23787878787878788,0.09665621734587251,1,brungje01w,CON,F
6,12,0,47,1,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0.1111111111111111,0.0,0,0.5,0.0,0.16666666666666666,0.09791666666666667,0.04310344827586207,1,brungje01w,CON,F
7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.25,0.04375,0.0,1,brungje01w,CON,F
5,34,1,494,42,48,140,33,0,0,6,0,8,17,3,2,4,3,5,7,0,0,139,17,25,32,0.4125,0.7169811320754716,0,3.588235294117647,0.6764705882352942,0.8529411764705882,0.36323529411764705,0.30933062880324547,1,brunsre01w,SAC,F
6,34,16,722,75,61,246,55,0,0,8,8,13,44,10,5,4,9,27,11,0,0,231,19,33,51,0.4304635761589404,0.5825242718446602,0,5.5,0.8235294117647058,1.2352941176470589,0.5308823529411765,0.47413793103448276,1,brunsre01w,SAC,F
7,34,14,597,77,65,204,44,0,0,9,0,9,32,5,3,6,9,16,28,1,0,223,21,24,49,0.43410852713178294,0.6019417475728155,0,5.617647058823529,0.6176470588235294,1.1764705882352942,0.4389705882352941,0.4842799188640974,1,brunsre01w,SAC,F
8,33,29,932,130,78,298,96,4,0,3,3,4,19,1,3,5,2,3,10,0,0,314,36,47,60,0.48632218844984804,0.6866666666666666,0,8.93939393939394,1.3333333333333333,1.7575757575757576,0.706060606060606,0.7706374085684431,1,brunsre01w,SAC,F
9,30,30,779,87,82,270,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,20,36,51,0.5,0.6705882352941176,0,7.1,1.2,1.7,0.6491666666666667,0.6120689655172414,1,brunsre01w,SAC,F
10,27,17,665,67,57,255,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,16,40,45,0.48627450980392156,0.7830188679245284,0,7.037037037037037,1.4814814814814814,1.6666666666666667,0.6157407407407407,0.6066411238825032,0,brunsre01w,SAC,F
1,32,32,1094,61,88,294,45,34,0,2,2,2,9,3,5,5,2,5,6,7,0,192,52,69,60,0.4872611464968153,0.7391304347826086,0,5.71875,2.0,1.8125,0.8546875,0.49299568965517243,1,bullevi01w,WAS,F
2,32,32,1073,65,86,286,35,64,0,0,0,0,0,0,0,0,0,0,0,0,0,231,58,53,53,0.3916083916083916,0.7291666666666666,0,7.21875,1.65625,1.65625,0.83828125,0.6223060344827587,0,bullevi01w,WAS,F
3,32,32,953,46,84,236,34,48,0,5,5,5,15,4,8,5,6,11,2,7,0,201,42,62,62,0.45627376425855515,0.8372093023255814,0,5.8125,1.6875,1.75,0.74453125,0.5010775862068966,1,bullevi01w,WAS,F
2,31,27,731,27,45,141,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,26,60,0.3333333333333333,0.5925925925925926,0,2.4516129032258065,0.8387096774193549,1.935483870967742,0.589516129032258,0.26666666666666666,0,burgean01w,WAS,G
3,26,26,632,16,39,101,35,33,0,5,5,7,15,27,2,0,10,4,9,8,0,77,4,36,51,0.38461538461538464,0.7592592592592593,0,2.3846153846153846,1.3076923076923077,1.5769230769230769,0.6076923076923076,0.4124168514412417,1,burgean01w,WAS,G
4,34,33,841,24,47,134,15,58,1,0,0,0,0,0,0,0,0,0,0,0,0,79,1,27,52,0.373134328358209,0.6,0,2.323529411764706,0.7941176470588235,1.5294117647058822,0.6183823529411765,0.3916083916083916,0,burgean01w,WAS,G
1,5,0,41,7,8,15,6,0,0,1,0,1,2,0,0,2,1,1,2,0,0,19,2,1,5,0.25,0.7272727272727273,0,3.4,0.2,0.8,0.205,0.2931034482758621,1,burgeli01w,SAC,F
1,21,4,314,20,36,109,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,7,3,36,0.5871559633027523,0.7560975609756098,0,3.5238095238095237,0.14285714285714285,1.7142857142857142,0.3738095238095238,0.09345794392523363,0,burraal01w,POR,C
2,26,1,272,22,30,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,5,30,0.5301204819277109,0.5806451612903226,0,2.269230769230769,0.19230769230769232,1.1538461538461537,0.26153846153846155,0.03235082674335011,0,burraal01w,POR,C
3,32,24,633,52,58,186,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,7,10,49,0.6290322580645161,0.8461538461538461,0,4.59375,0.3125,1.53125,0.49453125,0.06133177570093457,0,burraal01w,POR,C
4,27,2,270,27,58,75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,5,25,0.4666666666666667,0.7037037037037037,0,2.259259259259259,0.18518518518518517,0.9259259259259259,0.25,0.05192107995846313,0,burraal01w,SEA,C
2,20,0,169,23,20,48,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,15,2,20,0.3333333333333333,0.75,0,2.1,0.1,1.0,0.21125,0.21028037383177567,0,burseja01w,MIN,C
3,31,2,344,29,60,83,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13,7,18,0.37349397590361444,0.5833333333333334,0,1.935483870967742,0.22580645161290322,0.5806451612903226,0.27741935483870966,0.11757612300271329,0,burseja01w,MIN,C
4,29,14,438,40,81,155,54,2,2,3,3,2,9,2,4,2,3,3,6,0,0,117,30,17,45,0.47398843930635837,0.7631578947368421,0,3.7241379310344827,0.4482758620689655,1.4482758620689655,0.3775862068965517,0.2707057686110216,1,burseja01w,MIN,C
