year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,PostGP_weighted_mean,PostGS_weighted_mean,PostMinutes_weighted_mean,PostPoints_weighted_mean,PostoRebounds_weighted_mean,PostdRebounds_weighted_mean,PostRebounds_weighted_mean,PostAssists_weighted_mean,PostSteals_weighted_mean,PostTurnovers_weighted_mean,PostPF_weighted_mean,PostfgAttempted_weighted_mean,PostfgMade_weighted_mean,PostftAttempted_weighted_mean,PostftMade_weighted_mean,PostthreeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Durability_Ratio,FG%,FT%,GP_3,GS,PF,POSITION_METRIC,Points_Ratio,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostMinutes,PostPF,PostPoints,PostRebounds,PostSteals,PostTurnovers,PostdRebounds,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostoRebounds,PostthreeAttempted,PostthreeMade,assists,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
7,1,0.4,1,0.5,0.0,0.28,0.39,0.25,0.48,0.44,0.13,0.12,0.21,0.44,0.39,0.24,0.27,0.3,0.18,0.31,0.32,0.41,0.34,0.19,0.18,0.31,0.28,0.18,0.36,0.25,0.5,0.54,0.17,0.31,0.35,0.35,1.0,0.73,0.36,0.51,0.49,0.61,0.39,0.42,0.58,0.44,0.56,HOU,1.17,1.83,19.73,716.6,252.98,27.72,74.3,102.02,51.27,26.4,12.17,45.57,54.94,214.8,93.33,71.8,55.76,31.76,2.51,1.86,71.06,24.67,2.66,7.21,9.86,4.88,2.35,4.58,5.7,20.35,8.97,7.27,5.81,2.94,277.64,111.88,56.15,28.75,50.15,9.99,2.12,0.46,1.03,1.86,1.33,2.39,0.47,9.79,4.17,1.06,1.95,0.59,0.42,0.74,27.19,18.69,60.2,0.35,0.12,5.16,1.01,0.03,2.62,1.72,69.12,6.42,24.23,10.28,2.22,4.81,7.55,20.22,8.88,7.16,5.59,2.73,2.84,0.88,60.47,12.08,75.96,0.47,217.73,93.57,73.39,55.57,708.74,31.1,251.95,107.06,27.05,27.3,9.25,65.63,13.09,276.18,117.34,29.28,53.08,48.27
8,1,0.36,0,0.33,0.0,0.28,0.49,0.36,0.48,0.49,0.29,0.27,0.25,0.56,0.51,0.36,0.39,0.33,0.42,0.21,0.42,0.52,0.47,0.28,0.28,0.29,0.33,0.27,0.46,0.36,0.49,0.63,0.4,0.42,0.24,0.45,1.0,0.79,0.35,0.52,0.48,0.64,0.36,0.42,0.58,0.49,0.51,HOU,0.67,2.0,18.83,682.77,252.16,26.52,74.38,100.9,53.04,25.41,9.96,47.57,53.85,211.36,93.08,69.05,52.37,38.75,2.24,1.62,60.1,21.04,1.93,5.89,7.83,4.08,1.66,3.98,4.58,16.67,7.4,6.68,5.43,2.63,273.2,108.73,57.13,27.07,51.55,10.12,2.15,0.38,0.98,1.97,2.67,1.82,0.44,10.12,4.22,0.94,1.83,0.53,0.45,0.75,27.91,16.29,58.99,0.32,0.09,3.96,1.41,0.04,2.7,1.35,60.29,5.96,22.24,9.16,1.92,4.01,6.7,18.7,8.17,6.36,4.98,2.46,2.81,0.91,48.63,11.15,78.4,0.57,219.47,98.1,71.43,53.71,657.51,31.29,262.11,109.69,25.54,36.26,12.21,52.6,12.57,284.35,118.85,27.46,51.39,47.37
9,1,0.43,0,0.17,0.0,0.28,0.55,0.48,0.57,0.56,0.31,0.28,0.44,0.6,0.61,0.49,0.5,0.44,0.73,0.24,0.49,0.58,0.54,0.49,0.44,0.42,0.47,0.35,0.45,0.37,0.58,0.62,0.6,0.57,0.42,0.58,1.0,0.73,0.37,0.45,0.55,0.52,0.48,0.42,0.58,0.49,0.51,HOU,0.33,1.17,17.22,622.74,236.89,27.48,70.38,97.86,50.67,24.09,9.22,48.72,52.04,197.41,86.73,65.0,50.62,35.84,1.26,0.91,33.48,11.75,1.06,3.28,4.34,2.27,0.9,2.22,2.52,9.27,4.11,3.76,3.08,1.51,248.64,102.21,52.93,24.98,50.94,9.42,2.22,0.35,1.01,2.08,1.67,1.91,0.39,9.87,4.08,0.91,2.01,0.52,0.43,0.76,28.76,18.61,68.01,0.3,0.07,3.46,0.78,0.06,2.17,0.7,40.71,4.6,15.44,6.04,1.35,2.85,4.17,13.24,5.49,4.08,3.2,1.86,3.44,1.26,52.15,10.83,80.66,0.54,226.34,98.0,73.96,57.25,678.9,34.73,269.52,115.39,25.33,45.64,16.27,55.61,11.61,284.96,121.43,26.68,58.92,56.07
2,0,0.86,0,0.37,0.3,0.28,0.31,0.13,0.28,0.24,0.59,0.53,0.2,0.28,0.27,0.38,0.53,0.45,0.48,0.41,0.29,0.41,0.21,0.48,0.46,0.09,0.1,0.3,0.17,0.16,0.47,0.31,0.47,0.33,0.03,0.4,0.0,0.04,0.61,0.22,0.78,0.27,0.73,0.25,0.75,0.29,0.71,IND,1.71,1.69,18.2,662.59,234.94,27.52,68.11,95.62,50.06,29.63,11.98,49.14,62.49,193.36,84.14,57.45,43.82,60.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.94,95.62,50.06,29.63,49.14,7.68,1.68,0.4,0.96,1.68,0.0,1.71,0.3,7.81,3.27,1.07,1.65,0.48,0.41,0.74,29.18,17.67,65.35,0.33,0.0,0.11,0.03,0.0,0.17,0.03,1.95,0.11,0.59,0.42,0.0,0.06,0.28,0.68,0.28,0.03,0.0,0.14,0.14,0.03,51.71,8.64,68.56,0.93,200.37,82.84,56.46,43.05,693.81,28.52,235.3,97.08,33.11,71.71,26.57,51.82,8.67,235.89,97.51,33.11,49.38,49.32
3,0,0.76,1,0.37,0.3,0.28,0.26,0.12,0.37,0.28,0.48,0.45,0.21,0.28,0.27,0.28,0.45,0.35,0.4,0.38,0.26,0.43,0.23,0.32,0.34,0.16,0.11,0.25,0.22,0.17,0.56,0.32,0.42,0.31,0.35,0.38,0.0,0.09,0.47,0.24,0.76,0.36,0.64,0.2,0.8,0.29,0.71,IND,1.71,1.69,16.61,609.6,208.73,25.84,60.88,86.73,45.92,25.97,10.36,46.15,56.7,173.18,73.61,55.89,44.22,47.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.73,86.73,45.92,25.97,46.15,7.22,1.57,0.37,0.87,1.62,0.0,1.61,0.22,7.03,2.66,0.9,1.61,0.46,0.4,0.79,27.69,18.05,57.12,0.24,0.07,1.43,0.02,0.0,0.49,0.16,12.37,0.99,2.87,1.25,0.4,0.8,0.82,3.39,1.12,0.16,0.14,0.43,1.88,0.5,45.0,6.42,51.47,0.74,171.12,70.6,55.14,42.75,619.86,23.23,203.33,74.7,25.13,57.0,19.38,46.43,6.44,206.21,75.95,25.53,46.43,45.63
4,0,0.6,0,0.0,0.3,0.28,0.22,0.12,0.37,0.27,0.51,0.51,0.28,0.26,0.29,0.24,0.36,0.39,0.27,0.31,0.23,0.38,0.2,0.2,0.23,0.26,0.22,0.18,0.21,0.14,0.48,0.39,0.31,0.31,0.45,0.33,0.0,0.07,0.43,0.37,0.63,0.48,0.52,0.31,0.69,0.44,0.56,IND,0.5,1.0,17.14,632.09,218.75,30.01,64.64,94.65,47.83,28.25,10.41,45.58,57.09,182.38,76.06,60.36,47.87,52.68,1.25,0.94,33.6,10.96,1.76,3.45,5.21,2.75,0.67,2.65,2.78,9.44,4.13,1.98,1.52,3.38,229.72,99.86,50.58,28.92,48.23,8.23,1.97,0.37,1.08,1.78,0.5,2.28,0.47,9.53,4.73,1.35,1.89,0.58,0.4,0.75,27.47,19.01,66.18,0.42,0.07,4.09,0.8,0.12,1.94,1.51,55.38,4.37,21.32,11.19,1.58,3.97,6.66,17.34,7.84,5.07,3.68,4.53,5.74,1.97,56.73,13.32,83.28,1.19,208.85,88.19,81.69,63.64,720.03,42.77,262.14,126.05,35.87,61.24,22.12,60.82,14.12,283.46,137.24,37.45,53.72,49.75
5,0,0.55,0,0.0,0.3,0.28,0.3,0.24,0.36,0.25,0.58,0.59,0.37,0.28,0.33,0.36,0.47,0.5,0.25,0.33,0.3,0.38,0.22,0.29,0.29,0.31,0.25,0.19,0.25,0.18,0.54,0.4,0.23,0.39,0.63,0.37,0.5,0.41,0.4,0.44,0.56,0.58,0.42,0.32,0.68,0.49,0.51,IND,0.33,0.67,18.22,670.96,240.34,34.93,69.2,104.13,51.97,30.48,11.68,46.45,63.1,200.46,84.43,63.77,50.94,57.37,0.84,0.63,22.4,7.31,1.18,2.3,3.47,1.84,0.45,1.77,1.85,6.29,2.75,1.32,1.02,2.25,247.65,107.6,53.8,30.93,48.22,8.34,1.97,0.39,1.08,1.68,0.33,1.7,0.49,9.05,4.18,1.03,1.57,0.49,0.43,0.76,29.58,17.09,69.95,0.44,0.03,1.11,0.49,0.08,1.08,0.63,23.17,2.22,9.18,5.55,0.72,1.39,3.37,7.31,3.33,2.81,1.96,2.18,1.64,0.56,51.82,14.9,82.2,0.84,223.48,97.24,74.31,58.52,704.47,44.51,276.63,126.72,31.46,61.29,23.62,52.93,15.39,285.8,132.26,32.18,48.58,47.19
6,0,0.62,1,0.0,0.3,0.28,0.31,0.32,0.35,0.26,0.55,0.55,0.57,0.35,0.47,0.48,0.51,0.47,0.29,0.4,0.3,0.35,0.22,0.42,0.41,0.24,0.18,0.14,0.29,0.18,0.48,0.34,0.34,0.36,0.67,0.37,0.83,0.62,0.38,0.45,0.55,0.59,0.41,0.33,0.67,0.45,0.55,IND,0.17,0.33,19.13,707.34,249.99,39.73,74.48,114.21,57.05,30.45,13.29,47.83,65.79,215.93,88.43,66.43,52.69,57.66,0.42,0.31,11.2,3.65,0.59,1.15,1.74,0.92,0.22,0.88,0.93,3.15,1.38,0.66,0.51,1.13,253.65,115.94,57.97,30.67,48.72,8.12,1.99,0.42,1.02,1.61,0.67,1.86,0.54,9.22,4.47,1.07,1.68,0.5,0.41,0.77,31.62,20.06,78.7,0.4,0.03,0.96,0.28,0.03,0.77,0.34,16.02,1.53,5.84,3.41,0.59,0.94,2.21,4.75,2.16,1.56,1.09,1.2,1.19,0.42,59.0,17.08,90.53,1.49,248.85,104.37,80.87,63.7,755.76,50.44,293.73,140.97,34.14,58.3,21.3,59.96,17.36,299.57,144.38,34.73,53.82,52.88
7,0,0.4,1,0.5,0.0,0.28,0.31,0.33,0.35,0.28,0.47,0.48,0.55,0.36,0.47,0.45,0.58,0.63,0.31,0.32,0.29,0.3,0.18,0.43,0.44,0.18,0.13,0.1,0.35,0.21,0.32,0.38,0.31,0.5,0.5,0.33,1.0,0.79,0.4,0.55,0.45,0.7,0.3,0.39,0.61,0.58,0.42,IND,1.0,1.0,20.56,750.15,253.49,38.95,77.2,116.15,59.86,35.65,11.45,49.9,69.98,221.94,89.81,69.38,53.86,59.18,1.75,1.31,50.7,15.73,2.79,4.71,7.5,2.97,2.15,2.31,4.97,14.46,5.02,5.3,4.19,3.31,269.22,123.65,62.83,37.8,52.21,8.19,1.97,0.37,1.16,1.62,0.83,1.93,0.33,8.83,3.71,1.15,1.74,0.53,0.39,0.76,32.21,20.1,70.7,0.32,0.05,2.39,0.22,0.09,1.99,0.71,33.99,3.35,10.37,5.49,1.42,2.63,3.72,9.69,3.34,3.62,2.74,1.77,2.29,0.94,61.61,10.68,81.25,0.52,239.35,95.79,80.96,64.11,798.66,35.7,283.57,116.95,36.76,79.02,27.88,63.99,10.9,293.94,122.43,38.19,57.16,54.53
8,0,0.31,1,0.33,0.0,0.28,0.38,0.43,0.45,0.4,0.46,0.51,0.51,0.46,0.53,0.4,0.5,0.78,0.42,0.24,0.36,0.39,0.28,0.33,0.34,0.19,0.2,0.09,0.45,0.29,0.32,0.5,0.37,0.7,0.34,0.37,1.0,0.76,0.36,0.62,0.38,0.71,0.29,0.52,0.48,0.62,0.38,IND,0.67,1.67,21.83,781.34,275.0,38.74,83.78,122.52,60.69,40.67,11.15,53.87,69.0,238.98,97.09,77.96,60.69,62.32,2.06,1.55,57.9,19.28,3.02,5.76,8.78,3.23,2.01,3.19,6.51,17.95,6.61,5.77,4.35,4.26,294.28,131.31,63.92,42.68,57.06,8.93,1.96,0.36,1.3,1.75,1.5,2.05,0.47,10.19,4.39,1.39,2.0,0.57,0.41,0.73,32.1,25.28,77.15,0.38,0.05,2.94,0.35,0.15,1.71,1.2,44.71,4.97,14.65,6.62,1.53,3.37,4.74,14.07,5.17,4.1,3.0,1.88,3.6,1.32,65.07,14.73,95.32,0.71,274.48,112.28,99.87,76.16,868.95,43.09,322.6,138.4,44.72,68.76,21.87,68.01,15.08,337.25,145.03,46.24,66.18,62.81
9,0,0.19,1,0.67,0.0,0.28,0.47,0.52,0.46,0.4,0.52,0.55,0.47,0.59,0.61,0.39,0.51,0.76,0.62,0.34,0.44,0.47,0.44,0.31,0.31,0.27,0.3,0.34,0.55,0.44,0.31,0.54,0.46,0.82,0.3,0.42,1.0,0.76,0.37,0.66,0.34,0.71,0.29,0.6,0.4,0.64,0.36,IND,1.83,2.5,20.84,747.37,273.09,36.51,85.47,121.98,58.17,38.68,12.17,56.47,67.54,235.22,97.37,74.49,57.96,61.73,3.92,2.62,104.04,37.56,4.77,13.15,17.92,7.11,3.97,5.88,9.9,33.76,12.89,10.75,8.37,9.29,310.65,139.9,65.28,42.65,62.34,9.96,2.12,0.46,1.39,1.99,1.33,2.12,0.52,9.52,4.17,1.37,1.96,0.53,0.42,0.74,28.33,18.83,65.02,0.34,0.07,5.12,1.07,0.1,2.44,1.86,65.14,5.38,21.99,11.28,3.12,4.25,8.43,20.33,7.21,6.85,5.25,2.85,7.62,2.33,58.13,13.37,76.3,0.49,218.9,91.53,75.46,57.59,697.48,32.3,262.6,108.6,37.68,66.54,21.96,63.25,14.45,284.59,119.88,40.81,58.84,54.59
10,0,0.31,1,0.33,0.0,0.28,0.5,0.58,0.48,0.43,0.64,0.67,0.49,0.63,0.65,0.39,0.65,0.74,0.74,0.53,0.48,0.52,0.51,0.44,0.42,0.26,0.29,0.41,0.64,0.54,0.32,0.53,0.58,0.85,0.37,0.5,1.0,0.81,0.36,0.58,0.42,0.66,0.34,0.51,0.49,0.62,0.38,IND,1.5,2.33,20.0,711.56,264.65,35.65,82.56,118.21,54.03,35.31,14.16,55.46,66.28,228.25,94.18,70.47,54.35,63.96,3.35,2.26,88.31,32.37,3.6,11.14,14.75,6.37,3.26,5.59,8.52,28.11,10.82,9.66,7.97,8.51,297.02,132.96,60.39,38.57,61.05,9.8,2.04,0.53,1.3,2.07,1.17,2.17,0.59,10.37,4.89,1.42,2.12,0.57,0.41,0.74,28.89,22.61,74.21,0.44,0.1,5.85,1.69,0.06,3.0,2.41,79.6,7.82,27.95,14.44,3.47,5.21,10.7,24.19,8.93,9.81,8.12,3.73,7.05,1.96,56.73,15.7,87.02,0.6,227.51,96.98,85.25,64.36,731.66,41.33,276.68,128.36,38.16,52.49,18.35,62.58,17.39,304.63,142.79,41.63,62.23,57.01
11,0,0.17,1,0.67,0.5,0.0,0.5,0.61,0.65,0.55,0.68,0.71,0.49,0.63,0.65,0.43,0.7,0.85,0.66,0.48,0.54,0.55,0.5,0.53,0.49,0.28,0.33,0.37,0.71,0.57,0.34,0.59,0.55,0.9,0.37,0.54,1.0,0.84,0.38,0.63,0.37,0.73,0.27,0.51,0.49,0.73,0.27,IND,3.83,3.17,19.88,705.09,269.98,34.97,82.24,117.22,54.0,37.6,13.29,53.72,66.03,229.8,93.41,74.67,59.86,68.0,6.09,4.24,159.55,63.95,6.92,19.52,26.44,13.16,7.15,10.81,15.12,51.86,21.92,18.96,15.43,14.84,333.93,143.65,67.16,44.75,64.53,11.0,2.21,0.58,1.45,2.14,1.0,2.44,0.78,13.09,5.27,1.46,2.29,0.63,0.4,0.81,30.56,19.14,74.54,0.39,0.23,15.72,4.57,0.07,6.1,3.99,170.37,15.98,75.45,30.37,7.54,11.3,22.55,59.5,24.62,24.04,19.71,7.83,18.08,6.51,59.58,19.23,92.85,1.13,271.95,110.38,100.34,81.99,764.14,37.07,329.19,129.92,37.68,78.19,26.44,75.3,23.8,404.63,160.29,45.22,70.45,59.15
2,1,0.0,1,1.0,0.0,0.28,0.44,0.29,0.63,0.54,0.4,0.41,0.31,0.62,0.57,0.67,0.72,0.45,0.25,0.61,0.45,0.26,0.32,0.46,0.51,0.15,0.22,0.18,0.29,0.2,0.19,0.47,0.31,0.37,0.25,0.31,0.0,0.08,0.24,1.0,0.0,0.93,0.07,1.0,0.0,0.88,0.12,LAS,2.0,2.0,22.26,760.0,302.2,37.33,99.06,136.39,70.09,32.23,21.09,54.33,84.96,241.11,107.8,86.38,68.86,51.9,3.85,2.79,100.54,40.83,6.06,11.8,17.86,8.96,2.85,7.42,10.31,32.34,14.84,8.82,7.32,8.87,343.03,154.25,79.06,35.07,61.74,10.87,2.51,0.72,1.11,1.97,0.0,2.67,0.8,11.86,5.54,1.2,2.12,0.61,0.45,0.77,31.0,25.72,95.26,0.45,0.11,8.74,1.62,0.15,3.34,2.78,94.9,9.13,38.73,16.62,2.71,7.0,11.17,30.64,14.14,8.15,6.81,5.46,7.97,3.63,75.4,23.65,114.32,2.22,267.87,121.54,93.04,74.1,830.93,43.32,334.43,157.64,35.18,48.73,17.25,84.14,25.27,373.15,174.26,37.89,66.56,59.56
3,1,0.0,1,1.0,0.67,0.67,0.52,0.36,0.44,0.38,0.43,0.4,0.45,0.58,0.59,0.69,0.54,0.49,0.17,0.53,0.46,0.26,0.33,0.32,0.31,0.39,0.5,0.16,0.2,0.13,0.4,0.3,0.27,0.28,0.3,0.3,0.0,0.11,0.38,1.0,0.0,0.98,0.02,0.94,0.06,0.96,0.04,LAS,4.67,1.33,21.98,784.68,309.76,40.3,97.86,138.15,73.46,33.32,19.78,54.57,78.04,251.97,113.27,81.76,63.46,54.04,5.72,4.31,159.89,62.01,8.41,20.21,28.62,15.74,5.15,10.25,13.81,51.28,23.21,14.88,11.23,12.91,371.78,166.77,89.2,38.47,64.83,12.11,2.92,0.83,1.25,2.12,2.0,2.42,0.84,12.27,5.4,1.19,2.13,0.62,0.44,0.73,29.24,22.32,80.19,0.38,0.14,10.7,5.52,0.05,4.39,3.41,126.8,11.19,53.03,25.14,4.5,8.72,17.79,43.15,20.25,12.5,9.39,7.36,8.61,3.14,62.24,20.43,97.39,1.37,269.43,117.14,87.28,67.74,778.65,42.42,321.44,139.81,31.79,57.01,19.42,72.94,25.95,374.48,164.96,36.29,64.8,56.08
4,1,0.0,1,1.0,0.83,0.83,0.51,0.35,0.43,0.4,0.51,0.46,0.43,0.64,0.63,0.68,0.57,0.43,0.32,0.59,0.46,0.29,0.37,0.37,0.36,0.37,0.48,0.21,0.2,0.15,0.4,0.33,0.39,0.26,0.3,0.33,0.0,0.11,0.51,0.94,0.06,0.86,0.14,0.97,0.03,0.92,0.08,LAS,5.33,0.67,21.75,779.4,308.09,39.05,101.41,140.46,72.16,31.71,21.12,58.6,78.08,251.03,112.2,81.22,62.16,58.17,5.5,4.05,156.05,61.32,7.41,19.92,27.34,15.47,6.51,9.94,14.89,49.82,22.82,14.95,11.37,11.91,369.41,167.8,87.64,38.23,68.54,12.05,2.86,0.84,1.25,2.25,2.0,2.61,0.81,11.86,5.22,1.18,2.24,0.63,0.44,0.74,30.61,23.07,82.82,0.41,0.14,13.08,4.1,0.18,4.38,3.22,124.78,12.5,49.52,21.83,5.54,8.74,16.04,40.04,18.4,12.28,9.39,5.8,9.29,3.35,67.8,21.18,99.86,1.77,265.82,115.87,82.32,63.03,802.5,39.47,317.41,139.33,31.0,62.37,22.65,80.88,25.28,366.94,161.17,36.53,69.25,60.51
5,1,0.0,1,1.0,1.0,0.5,0.52,0.45,0.5,0.45,0.53,0.51,0.45,0.68,0.67,0.67,0.6,0.36,0.32,0.62,0.49,0.38,0.45,0.42,0.44,0.47,0.51,0.25,0.39,0.3,0.53,0.4,0.36,0.27,0.36,0.43,0.5,0.46,0.54,0.85,0.15,0.72,0.28,0.95,0.05,0.84,0.16,LAS,5.5,2.17,20.55,747.34,294.35,36.74,95.64,132.38,68.76,28.35,20.51,56.15,71.56,244.11,105.94,79.55,61.68,58.17,6.34,4.98,189.74,73.2,8.53,22.75,31.28,19.08,8.21,11.85,18.51,60.6,27.44,17.76,13.74,13.29,367.55,163.66,87.84,36.56,68.0,12.55,2.88,0.96,1.23,2.34,1.67,3.81,1.1,14.53,6.49,1.45,2.85,0.8,0.43,0.77,30.8,28.95,88.27,0.45,0.23,24.56,6.44,0.25,6.55,6.32,228.05,21.35,86.62,36.74,9.41,14.26,27.16,71.48,32.47,21.37,16.65,9.58,15.04,5.03,94.99,25.6,116.84,1.71,294.44,126.54,99.9,76.79,949.57,41.9,352.33,158.74,35.08,63.54,22.47,119.55,32.03,438.95,195.47,44.49,87.71,73.45
6,1,0.0,1,0.5,0.5,0.17,0.52,0.46,0.57,0.55,0.48,0.44,0.38,0.7,0.66,0.74,0.72,0.36,0.43,0.6,0.5,0.38,0.47,0.55,0.57,0.44,0.46,0.34,0.44,0.36,0.52,0.57,0.49,0.4,0.35,0.46,0.83,0.75,0.57,0.81,0.19,0.77,0.23,0.83,0.17,0.79,0.21,LAS,3.17,2.33,20.16,741.71,287.61,34.4,93.07,127.47,69.83,27.93,19.46,56.74,73.27,237.95,103.29,80.84,61.57,53.07,4.34,3.45,130.06,47.98,5.53,15.02,20.55,12.39,5.22,8.94,13.31,40.72,17.83,11.43,9.21,9.06,335.59,148.02,82.21,33.15,65.68,11.31,2.66,0.8,1.11,2.24,1.67,2.76,0.74,12.4,5.44,1.12,2.23,0.63,0.41,0.76,27.98,21.48,74.16,0.43,0.12,11.3,2.67,0.15,3.5,3.17,115.03,11.3,42.95,18.24,4.21,7.88,13.58,36.65,16.21,10.14,8.14,4.65,7.86,2.4,72.91,19.15,103.11,0.92,269.59,116.26,89.44,69.12,773.79,36.14,319.83,139.25,28.76,50.64,18.18,84.21,21.82,362.78,157.49,32.97,66.09,58.21
7,1,0.21,1,0.17,0.17,0.0,0.5,0.44,0.48,0.48,0.37,0.36,0.37,0.53,0.53,0.65,0.79,0.39,0.4,0.53,0.44,0.37,0.39,0.56,0.58,0.45,0.46,0.36,0.43,0.36,0.57,0.55,0.42,0.52,0.34,0.46,1.0,0.76,0.51,0.65,0.35,0.71,0.29,0.59,0.41,0.66,0.34,LAS,1.17,2.33,19.45,709.89,268.58,34.1,82.1,116.2,63.52,27.5,17.14,53.44,71.25,227.49,98.66,75.98,56.55,42.82,2.83,2.11,78.57,27.78,3.23,7.96,11.19,7.22,3.07,5.65,8.12,23.87,10.25,7.23,5.49,5.35,296.36,127.39,70.74,30.57,59.09,9.96,2.4,0.63,1.05,2.03,0.83,2.45,0.75,10.95,4.94,1.09,2.01,0.58,0.44,0.72,29.08,21.13,79.44,0.45,0.05,3.15,1.83,0.03,1.76,1.43,53.55,5.21,19.85,9.08,2.01,3.31,6.68,16.74,7.74,4.93,3.48,2.41,2.33,0.89,72.43,21.47,103.32,1.2,269.95,119.25,85.09,62.13,780.84,37.28,310.68,140.6,31.23,32.41,10.04,75.59,23.3,330.53,149.68,33.24,61.67,58.36
8,1,0.14,0,0.5,0.0,0.28,0.57,0.51,0.53,0.54,0.28,0.3,0.44,0.64,0.64,0.69,0.73,0.5,0.49,0.47,0.49,0.42,0.46,0.57,0.57,0.48,0.51,0.38,0.43,0.37,0.58,0.48,0.5,0.6,0.37,0.5,1.0,0.71,0.46,0.71,0.29,0.79,0.21,0.6,0.4,0.72,0.28,LAS,1.17,2.5,17.95,669.13,260.93,33.96,82.31,116.27,60.72,27.76,14.73,51.28,67.19,219.61,97.58,74.4,54.76,34.42,3.1,1.91,72.2,24.67,3.51,7.41,10.92,6.03,2.54,4.9,7.88,23.1,8.99,6.67,4.93,4.64,285.6,127.18,66.75,30.31,56.17,9.39,2.22,0.52,1.02,1.87,1.83,1.94,0.39,9.32,4.51,0.99,1.67,0.52,0.43,0.74,28.48,16.19,63.79,0.39,0.1,5.54,1.5,0.05,2.92,2.0,76.48,7.47,27.77,14.74,2.53,3.99,9.89,25.87,11.0,6.0,4.45,4.85,3.78,1.34,53.51,10.45,82.11,0.47,217.03,96.4,64.75,50.47,666.53,38.02,249.74,120.14,26.84,23.26,6.47,59.05,11.94,277.51,134.88,29.37,49.4,45.4
9,1,0.5,1,0.33,0.0,0.28,0.6,0.65,0.51,0.46,0.34,0.36,0.51,0.64,0.67,0.62,0.75,0.42,0.6,0.37,0.52,0.56,0.53,0.66,0.64,0.5,0.51,0.4,0.58,0.48,0.69,0.36,0.56,0.62,0.44,0.63,1.0,0.73,0.44,0.47,0.53,0.52,0.48,0.45,0.54,0.47,0.53,LAS,0.67,1.33,15.64,594.91,228.09,30.86,71.1,101.96,51.0,23.63,11.3,46.46,59.91,198.44,85.42,61.17,46.31,33.67,1.71,1.01,38.48,13.3,1.97,3.96,5.93,3.23,1.39,2.46,4.21,12.57,4.86,3.65,2.64,2.4,241.39,107.9,54.22,25.02,48.91,8.81,2.0,0.43,0.91,1.94,1.0,1.8,0.79,9.47,4.71,0.96,1.97,0.5,0.42,0.76,30.1,20.16,75.53,0.35,0.06,2.92,2.15,0.0,1.86,1.32,46.96,5.08,16.12,9.66,1.75,3.1,6.76,15.28,5.93,4.87,3.71,2.9,1.44,0.55,51.68,23.31,103.04,1.04,244.68,105.5,73.12,53.89,700.23,36.4,279.58,139.45,27.85,43.12,14.69,54.6,25.46,295.69,149.11,29.6,59.78,56.67
