year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_blocks_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,FG%_weighted_mean,FT%_weighted_mean,award_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Rebounds_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,Usability_weighted_mean,POSITION_METRIC_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_6,GS,PF,POSITION_METRIC,Usability,assists,award,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
9,1,0.67,0,0.12,0.0,0.0,0.49,0.5,0.43,0.43,0.47,0.47,0.51,0.55,0.6,0.51,0.59,0.25,0.64,0.32,0.44,0.59,0.5,0.54,0.51,0.28,0.28,0.4,0.5,0.42,0.58,0.47,0.63,0.37,0.48,0.58,0.95,0.69,0.3,0.34,0.66,0.5,0.5,0.21,0.79,0.37,0.63,MIN,0.1,0.48,18.53,664.32,260.02,28.55,70.81,99.36,55.7,22.31,10.88,51.51,61.04,224.99,94.07,69.03,53.18,53.11,263.43,100.68,56.67,11.04,22.71,52.57,0.39,0.73,0.05,8.71,3.34,1.93,0.36,0.77,1.77,0.56,0.37,0.38,2.13,0.45,9.8,3.62,0.8,1.79,0.4,0.74,28.48,21.33,58.41,0.33,0.6,61.45,0.05,13.93,77.15,0.39,253.36,108.34,76.49,60.71,706.02,29.51,292.61,106.66,23.01,43.66,15.22,61.94,14.01,297.49,108.01,23.38,53.06,52.61
10,1,0.73,0,0.07,0.0,0.0,0.57,0.61,0.59,0.59,0.42,0.43,0.53,0.6,0.64,0.54,0.68,0.36,0.54,0.36,0.53,0.66,0.55,0.63,0.59,0.31,0.32,0.42,0.6,0.51,0.62,0.59,0.55,0.48,0.5,0.65,1.0,0.74,0.3,0.37,0.63,0.49,0.51,0.27,0.73,0.37,0.63,MIN,0.05,0.29,18.32,667.2,268.8,29.58,72.33,101.91,55.58,24.76,11.29,48.69,62.65,229.04,97.08,74.5,57.65,49.36,270.73,102.66,56.13,11.38,24.99,49.31,0.4,0.73,0.07,8.88,3.36,1.89,0.37,0.83,1.64,0.55,0.35,0.57,1.88,0.51,11.32,4.2,1.1,1.69,0.44,0.79,28.95,16.94,74.81,0.3,0.61,55.63,0.18,15.39,82.25,1.19,261.45,117.33,99.48,79.19,717.05,37.28,330.64,119.53,33.43,49.19,16.8,57.07,15.54,336.04,121.77,34.01,48.51,47.72
11,1,0.71,0,0.02,0.0,0.0,0.61,0.66,0.67,0.65,0.52,0.53,0.5,0.6,0.63,0.5,0.7,0.44,0.5,0.38,0.59,0.74,0.59,0.64,0.6,0.38,0.37,0.39,0.67,0.55,0.65,0.61,0.48,0.53,0.5,0.73,1.0,0.75,0.31,0.36,0.64,0.49,0.51,0.28,0.72,0.34,0.66,MIN,0.0,0.1,18.02,655.56,268.28,29.2,71.89,101.09,53.29,26.17,11.23,46.75,61.77,225.22,95.9,74.88,58.19,52.74,268.73,101.27,53.41,11.26,26.22,46.92,0.41,0.76,0.06,9.29,3.42,1.81,0.38,0.92,1.6,0.56,0.33,0.43,2.63,0.51,13.81,5.56,1.44,2.19,0.45,0.78,29.76,23.25,75.67,0.41,0.69,73.77,0.08,12.15,102.94,0.65,293.92,132.3,103.72,82.61,820.06,43.73,364.52,146.67,39.05,53.66,17.31,79.6,13.68,387.57,159.08,41.54,64.16,59.14
2,0,0.0,1,1.0,1.0,0.5,0.3,0.1,0.29,0.24,0.33,0.32,0.22,0.29,0.28,0.3,0.46,0.32,0.29,0.26,0.24,0.18,0.16,0.3,0.3,0.12,0.24,0.3,0.21,0.18,0.25,0.45,0.17,0.34,0.17,0.2,0.0,0.04,0.86,0.67,0.33,0.73,0.27,0.58,0.42,0.7,0.3,NYL,4.0,3.0,19.78,764.47,256.28,33.69,77.61,111.3,61.86,31.11,11.0,54.15,68.41,213.2,94.49,67.22,51.06,47.32,310.18,135.14,76.88,13.63,39.78,66.23,0.42,0.75,0.14,10.23,4.51,2.47,0.44,1.28,2.18,0.63,0.37,1.0,3.08,0.45,10.28,4.54,1.32,2.39,0.43,0.78,29.91,21.42,73.12,0.4,0.7,76.71,0.13,11.2,81.12,0.82,217.78,95.75,70.63,53.34,835.93,34.75,262.99,115.87,32.11,53.07,18.15,90.74,13.68,313.28,138.14,40.21,72.07,60.78
3,0,0.1,1,1.0,0.67,0.17,0.36,0.11,0.1,0.13,0.41,0.35,0.11,0.31,0.25,0.47,0.45,0.38,0.18,0.17,0.25,0.18,0.12,0.35,0.37,0.18,0.2,0.24,0.27,0.2,0.18,0.32,0.17,0.39,0.08,0.22,0.0,0.01,0.93,0.7,0.3,0.78,0.22,0.58,0.41,0.66,0.34,NYL,3.33,3.0,20.09,736.15,251.55,31.13,76.3,107.43,63.45,30.49,9.31,48.48,67.06,211.34,95.8,60.21,42.37,47.36,297.07,129.22,75.68,11.74,37.08,58.18,0.44,0.71,0.1,9.78,4.29,2.42,0.4,1.19,1.93,0.61,0.39,1.0,2.64,0.42,10.63,4.54,1.31,2.08,0.45,0.75,29.61,22.09,73.79,0.4,0.66,70.18,0.11,9.74,81.57,0.74,232.42,105.0,66.46,47.21,802.09,33.69,276.3,115.26,34.04,51.2,19.08,82.66,12.25,323.16,137.83,40.85,63.81,53.84
4,0,0.05,0,1.0,0.83,0.33,0.31,0.06,0.15,0.18,0.39,0.34,0.1,0.25,0.2,0.42,0.49,0.39,0.2,0.2,0.23,0.12,0.09,0.39,0.39,0.23,0.23,0.25,0.24,0.19,0.13,0.28,0.19,0.36,0.1,0.2,0.0,0.05,0.9,0.64,0.36,0.69,0.31,0.58,0.41,0.6,0.4,NYL,3.67,3.5,21.88,795.21,269.26,32.45,77.06,109.51,65.56,32.45,10.86,51.97,73.34,224.02,100.99,68.37,48.45,51.07,331.13,134.53,80.71,12.95,38.7,61.94,0.44,0.71,0.05,10.67,4.37,2.57,0.42,1.23,2.01,0.64,0.41,0.5,2.8,0.58,12.0,4.84,1.31,2.16,0.44,0.75,30.69,25.78,78.48,0.45,0.71,72.74,0.02,16.47,91.52,0.92,262.49,117.46,74.15,54.66,889.13,35.12,312.94,126.63,34.9,62.59,23.37,88.53,18.44,378.26,152.7,41.26,67.93,57.19
5,0,0.31,1,0.6,0.5,0.2,0.33,0.13,0.18,0.18,0.45,0.4,0.12,0.3,0.25,0.44,0.44,0.4,0.23,0.29,0.26,0.22,0.18,0.38,0.35,0.27,0.27,0.28,0.32,0.26,0.24,0.3,0.31,0.36,0.14,0.27,0.4,0.32,0.85,0.57,0.43,0.66,0.34,0.48,0.52,0.54,0.46,NYL,2.2,2.1,21.57,785.71,266.57,32.13,77.59,109.73,62.32,31.53,12.38,51.53,70.69,224.16,99.49,65.69,47.96,53.37,303.69,124.74,71.41,13.63,35.28,57.51,0.43,0.74,0.03,10.02,4.02,2.29,0.44,1.13,1.9,0.64,0.41,0.3,1.88,0.52,10.88,4.25,1.06,1.9,0.45,0.8,29.26,19.32,66.32,0.39,0.65,51.73,0.02,15.07,83.87,0.53,243.22,110.17,65.5,51.0,787.16,35.28,295.21,119.15,29.44,64.27,23.88,57.23,16.05,326.62,130.97,32.46,56.71,51.7
6,0,0.26,1,0.73,0.5,0.13,0.34,0.17,0.19,0.17,0.53,0.5,0.11,0.37,0.3,0.46,0.41,0.3,0.29,0.33,0.28,0.3,0.27,0.35,0.32,0.25,0.26,0.38,0.36,0.32,0.3,0.27,0.41,0.29,0.22,0.32,0.6,0.48,0.75,0.56,0.44,0.65,0.35,0.47,0.53,0.52,0.48,NYL,2.13,2.4,20.8,757.62,257.69,29.38,77.03,106.4,61.25,28.52,12.38,51.09,66.55,216.77,95.22,61.61,45.92,58.39,293.49,120.89,70.0,13.89,32.35,57.3,0.43,0.74,0.02,9.87,4.04,2.28,0.47,1.07,1.94,0.63,0.4,0.2,1.87,0.47,9.09,3.47,0.84,1.72,0.43,0.79,27.18,15.88,55.43,0.33,0.58,49.93,0.0,12.94,68.55,0.2,197.62,87.21,47.14,38.85,675.29,23.27,239.32,91.82,21.41,70.42,26.05,56.01,14.25,266.61,102.2,24.27,48.79,44.02
7,0,0.27,0,0.67,0.36,0.1,0.35,0.17,0.24,0.18,0.57,0.55,0.08,0.41,0.31,0.43,0.42,0.26,0.28,0.33,0.31,0.35,0.3,0.34,0.33,0.22,0.24,0.4,0.35,0.31,0.3,0.25,0.44,0.23,0.19,0.34,0.71,0.58,0.7,0.56,0.44,0.63,0.37,0.49,0.51,0.5,0.5,NYL,1.52,2.29,20.89,756.88,258.99,28.32,78.22,106.54,60.12,27.09,12.25,50.42,65.7,214.04,94.59,61.99,47.65,61.63,287.57,118.21,67.02,13.46,30.01,55.57,0.43,0.76,0.01,9.52,3.92,2.15,0.45,0.98,1.85,0.63,0.37,0.14,1.21,0.27,6.36,2.18,0.61,1.45,0.42,0.72,26.44,6.68,45.59,0.28,0.41,34.48,0.0,7.64,42.48,0.12,139.48,59.77,43.55,34.89,484.13,16.52,171.49,59.01,17.05,50.67,17.06,36.97,8.1,185.34,63.87,17.87,41.65,38.46
8,0,0.37,1,0.45,0.21,0.05,0.36,0.25,0.33,0.25,0.62,0.62,0.11,0.45,0.36,0.4,0.48,0.27,0.41,0.33,0.34,0.47,0.38,0.42,0.39,0.27,0.26,0.42,0.46,0.4,0.34,0.33,0.48,0.25,0.27,0.46,0.86,0.68,0.62,0.47,0.53,0.54,0.46,0.41,0.59,0.43,0.57,NYL,0.9,1.57,20.28,733.91,251.95,27.58,77.23,104.81,56.31,25.65,12.29,50.6,65.36,209.89,90.36,62.34,48.75,63.69,270.19,112.15,60.63,13.06,27.38,53.84,0.41,0.77,0.0,9.03,3.74,1.98,0.44,0.9,1.81,0.61,0.36,0.05,1.29,0.32,6.12,2.81,0.74,1.5,0.39,0.72,28.13,10.87,57.12,0.28,0.46,38.4,0.0,9.81,59.77,0.32,160.83,63.03,52.84,40.73,562.89,23.96,183.16,83.72,22.09,50.49,16.38,38.86,9.95,186.37,85.63,22.21,44.16,43.51
9,0,0.4,1,0.43,0.12,0.02,0.39,0.33,0.34,0.27,0.69,0.68,0.14,0.52,0.42,0.38,0.48,0.34,0.57,0.33,0.38,0.53,0.47,0.42,0.39,0.34,0.37,0.49,0.54,0.49,0.37,0.33,0.59,0.36,0.3,0.51,0.95,0.73,0.54,0.45,0.55,0.53,0.47,0.4,0.6,0.44,0.56,NYL,0.76,1.57,20.25,737.34,253.68,27.67,78.82,106.49,56.97,27.14,11.81,53.89,64.56,213.49,90.49,61.45,47.82,69.37,271.04,114.04,61.03,12.49,28.86,56.9,0.41,0.75,0.03,8.9,3.73,1.96,0.41,0.93,1.87,0.6,0.33,0.29,1.57,0.38,7.25,3.27,0.86,1.72,0.39,0.73,29.13,14.31,59.85,0.27,0.5,46.2,0.05,11.93,70.77,0.24,187.09,76.5,55.04,41.06,633.55,25.84,216.95,96.62,25.99,64.17,22.89,49.22,12.49,231.09,103.66,27.42,53.71,51.28
10,0,0.38,0,0.57,0.19,0.0,0.44,0.42,0.39,0.33,0.77,0.74,0.22,0.56,0.49,0.42,0.51,0.41,0.61,0.34,0.44,0.58,0.51,0.45,0.42,0.37,0.38,0.5,0.6,0.54,0.38,0.34,0.61,0.46,0.31,0.56,1.0,0.78,0.5,0.48,0.52,0.55,0.45,0.43,0.57,0.47,0.53,NYL,1.29,1.9,19.59,706.13,250.17,28.22,77.59,105.81,55.07,27.05,11.62,52.36,62.99,210.84,88.8,60.74,47.12,70.48,271.78,115.82,59.82,12.65,29.12,56.62,0.41,0.75,0.02,8.91,3.8,1.93,0.42,0.94,1.87,0.58,0.32,0.24,1.84,0.41,8.52,3.88,0.97,1.81,0.41,0.73,31.56,17.39,65.48,0.31,0.54,53.42,0.03,11.73,76.61,0.34,212.4,87.71,60.53,45.05,689.2,32.73,245.2,109.34,28.79,67.99,24.74,59.16,13.02,272.67,122.66,31.12,57.25,52.01
11,0,0.51,1,0.43,0.14,0.0,0.47,0.48,0.39,0.32,0.81,0.79,0.22,0.6,0.52,0.44,0.52,0.44,0.63,0.34,0.48,0.58,0.53,0.49,0.44,0.42,0.44,0.47,0.68,0.58,0.36,0.31,0.58,0.52,0.34,0.58,1.0,0.78,0.5,0.44,0.56,0.52,0.48,0.4,0.6,0.45,0.55,NYL,1.0,1.43,19.98,713.13,258.56,28.39,80.01,108.4,55.51,28.17,12.21,53.43,63.91,218.78,91.37,62.17,48.76,74.98,275.08,116.11,59.12,13.0,29.74,56.67,0.41,0.76,0.02,8.79,3.72,1.87,0.42,0.94,1.82,0.57,0.32,0.19,2.0,0.36,11.16,3.81,0.86,1.71,0.41,0.79,31.95,17.51,67.29,0.36,0.53,57.75,0.06,9.35,76.05,0.51,279.26,117.13,76.33,61.97,690.63,33.46,322.4,109.51,24.59,73.43,26.18,65.64,10.61,366.25,124.18,27.44,55.73,49.95
2,1,0.43,0,0.5,0.0,0.0,0.32,0.08,0.54,0.46,0.28,0.32,0.16,0.21,0.2,0.26,0.5,0.53,0.09,0.18,0.32,0.25,0.17,0.26,0.27,0.22,0.23,0.38,0.18,0.19,0.33,0.67,0.18,0.54,0.15,0.25,0.0,0.04,0.51,0.67,0.33,0.67,0.33,0.67,0.33,0.53,0.47,PHO,0.0,2.0,17.36,631.71,235.67,26.47,60.14,86.61,45.47,29.02,9.4,40.98,56.65,187.72,85.02,65.72,52.69,40.28,250.96,91.34,48.96,10.32,30.1,43.26,0.42,0.78,0.0,8.57,3.26,1.83,0.37,1.13,1.63,0.57,0.39,0.0,1.89,0.4,8.45,3.26,1.16,1.72,0.41,0.78,25.46,14.76,52.14,0.42,0.56,44.62,0.0,10.13,59.69,0.35,185.87,84.48,60.26,48.6,600.7,25.61,229.02,85.3,28.67,35.71,11.46,48.98,11.09,244.53,90.28,29.72,44.14,41.25
3,1,0.52,0,0.17,0.0,0.0,0.27,0.16,0.37,0.35,0.21,0.23,0.24,0.25,0.26,0.37,0.48,0.55,0.35,0.39,0.23,0.27,0.21,0.33,0.28,0.22,0.19,0.37,0.29,0.27,0.42,0.4,0.44,0.51,0.33,0.29,0.0,0.07,0.43,0.48,0.52,0.62,0.38,0.34,0.66,0.41,0.59,PHO,0.0,0.67,14.9,540.84,188.71,24.03,52.9,76.93,40.48,24.38,10.18,38.91,49.62,161.71,69.99,51.03,39.27,29.11,193.81,78.51,41.64,10.49,24.74,39.68,0.37,0.75,0.0,7.07,2.94,1.74,0.37,0.95,1.58,0.52,0.37,0.0,1.43,0.27,6.13,2.8,0.73,1.52,0.37,0.71,23.91,12.68,44.6,0.3,0.48,36.63,0.0,7.31,49.54,0.2,145.93,60.1,44.56,32.73,496.79,20.89,160.77,70.43,19.63,24.68,7.84,37.44,7.59,164.11,71.61,19.85,39.82,39.26
4,1,0.69,0,0.08,0.0,0.0,0.29,0.18,0.29,0.26,0.19,0.22,0.24,0.24,0.25,0.25,0.48,0.49,0.38,0.3,0.21,0.35,0.21,0.32,0.31,0.27,0.18,0.3,0.31,0.26,0.45,0.33,0.46,0.45,0.37,0.35,0.0,0.03,0.42,0.39,0.61,0.61,0.39,0.17,0.83,0.35,0.65,PHO,0.0,0.33,15.39,553.31,189.59,24.85,54.53,79.38,38.93,24.03,9.25,40.33,50.95,166.2,71.18,49.14,37.63,29.78,192.14,80.17,39.51,9.4,24.21,40.71,0.39,0.75,0.06,6.95,2.87,1.52,0.35,0.88,1.55,0.51,0.34,0.5,1.34,0.19,4.68,2.51,0.86,1.37,0.39,0.71,27.33,9.81,50.45,0.29,0.43,38.18,0.0,5.28,47.73,0.1,123.98,50.05,35.21,25.07,499.67,23.58,132.57,71.31,24.15,23.81,7.42,38.46,5.31,133.66,72.14,24.26,38.41,38.13
5,1,0.76,0,0.05,0.0,0.0,0.3,0.3,0.23,0.24,0.21,0.23,0.36,0.25,0.31,0.24,0.53,0.56,0.35,0.3,0.21,0.37,0.21,0.34,0.33,0.25,0.16,0.26,0.45,0.34,0.43,0.41,0.48,0.61,0.44,0.36,0.4,0.36,0.42,0.29,0.71,0.49,0.51,0.13,0.87,0.26,0.74,PHO,0.0,0.2,15.23,548.13,181.59,25.87,53.5,79.37,37.87,24.37,8.76,38.28,50.23,167.1,68.84,46.2,33.95,29.47,183.12,79.84,38.22,8.86,24.48,38.5,0.38,0.7,0.03,6.49,2.82,1.41,0.34,0.87,1.45,0.5,0.32,0.3,1.23,0.38,7.76,3.7,0.89,1.55,0.4,0.72,29.41,18.86,66.22,0.35,0.57,37.02,0.0,11.17,72.84,0.79,213.52,87.44,68.61,48.48,709.66,40.58,237.36,113.43,27.02,42.96,14.0,37.88,11.28,241.82,114.71,27.58,46.99,46.17
6,1,0.7,0,0.03,0.0,0.0,0.32,0.28,0.28,0.26,0.34,0.33,0.28,0.26,0.29,0.29,0.64,0.54,0.32,0.36,0.26,0.34,0.2,0.42,0.41,0.24,0.13,0.25,0.42,0.32,0.37,0.45,0.39,0.59,0.46,0.36,0.6,0.46,0.41,0.36,0.64,0.52,0.48,0.25,0.75,0.34,0.66,PHO,0.0,0.13,16.81,601.33,210.21,25.77,59.03,84.81,43.95,26.02,10.22,41.55,57.31,185.14,77.71,53.04,39.86,42.08,211.23,85.12,44.18,10.28,26.09,41.7,0.39,0.71,0.07,7.15,2.91,1.52,0.37,0.9,1.48,0.52,0.33,0.53,1.7,0.46,9.01,3.67,0.96,1.58,0.43,0.74,29.21,20.86,70.83,0.4,0.59,53.64,0.13,13.9,76.37,1.36,236.92,102.3,71.33,53.91,732.8,34.36,279.96,110.73,29.46,60.23,21.45,54.16,14.17,284.27,112.82,30.08,48.9,48.15
7,1,0.66,0,0.02,0.0,0.0,0.34,0.3,0.37,0.34,0.39,0.39,0.33,0.32,0.35,0.36,0.65,0.47,0.36,0.48,0.3,0.37,0.25,0.45,0.46,0.21,0.1,0.27,0.41,0.31,0.34,0.48,0.41,0.53,0.42,0.39,0.71,0.51,0.39,0.39,0.61,0.55,0.45,0.26,0.74,0.4,0.6,PHO,0.0,0.1,16.88,602.53,215.32,26.34,60.6,86.94,46.32,24.92,11.73,43.3,57.71,186.51,78.28,56.6,43.04,45.19,216.05,87.17,46.48,11.78,24.97,43.41,0.4,0.72,0.05,7.57,3.16,1.63,0.47,0.89,1.58,0.54,0.34,0.38,1.97,0.35,8.04,3.18,0.85,1.62,0.4,0.72,26.81,16.47,62.42,0.35,0.53,58.95,0.08,10.04,62.12,1.1,201.46,84.65,61.65,49.16,626.82,26.83,239.58,88.95,24.29,61.98,21.13,60.24,10.27,245.42,91.03,25.08,48.32,47.18
8,1,0.64,1,0.0,0.0,0.0,0.5,0.49,0.44,0.4,0.56,0.54,0.37,0.44,0.46,0.51,0.72,0.47,0.31,0.48,0.47,0.51,0.4,0.57,0.58,0.31,0.26,0.41,0.53,0.45,0.42,0.5,0.36,0.54,0.42,0.54,0.86,0.63,0.37,0.43,0.57,0.55,0.45,0.34,0.66,0.4,0.6,PHO,1.53,1.51,17.33,620.0,242.78,27.65,65.25,92.9,51.47,24.77,11.88,42.78,60.51,205.56,87.99,60.94,46.98,54.94,242.78,92.9,51.47,11.88,24.77,42.78,0.41,0.71,0.07,8.52,3.36,1.81,0.47,0.91,1.56,0.56,0.36,0.57,2.08,0.44,11.0,3.43,0.93,1.71,0.43,0.78,30.2,18.34,72.58,0.36,0.6,63.42,0.1,13.12,71.39,1.1,282.14,121.91,80.5,64.64,739.08,30.53,338.03,101.92,28.09,82.09,29.56,64.51,13.58,344.58,104.52,28.77,52.27,51.28
9,1,0.45,0,0.29,0.29,0.29,0.63,0.64,0.57,0.5,0.72,0.71,0.32,0.58,0.54,0.68,0.7,0.48,0.31,0.53,0.62,0.62,0.57,0.62,0.6,0.51,0.48,0.59,0.68,0.63,0.53,0.55,0.33,0.61,0.38,0.66,0.95,0.7,0.37,0.53,0.47,0.59,0.41,0.49,0.51,0.53,0.47,PHO,2.0,0.57,19.18,680.2,286.95,29.25,77.12,106.38,61.94,27.18,14.29,47.18,65.79,235.88,102.6,71.83,57.02,68.64,319.15,118.09,68.51,15.84,29.75,50.91,0.41,0.74,0.09,10.57,3.99,2.27,0.56,1.03,1.76,0.58,0.37,0.71,2.75,0.5,13.17,4.02,1.05,1.94,0.42,0.78,31.06,22.34,72.16,0.38,0.63,76.96,0.21,14.38,84.26,0.85,311.58,133.59,85.45,68.07,805.02,28.13,369.29,112.39,29.89,95.21,34.03,88.22,16.19,424.56,128.85,33.7,61.9,56.11
10,1,0.49,1,0.24,0.24,0.24,0.73,0.77,0.71,0.59,0.77,0.78,0.41,0.67,0.65,0.69,0.79,0.41,0.32,0.57,0.73,0.71,0.69,0.75,0.73,0.61,0.63,0.74,0.73,0.71,0.65,0.62,0.3,0.56,0.38,0.78,1.0,0.71,0.38,0.53,0.47,0.59,0.41,0.49,0.51,0.51,0.49,PHO,1.67,0.48,19.36,685.67,306.14,30.92,80.86,111.78,63.34,26.22,14.78,48.04,69.04,249.16,108.62,77.48,62.85,73.62,332.97,121.54,68.82,16.07,28.36,51.15,0.42,0.75,0.07,10.91,4.13,2.26,0.57,0.97,1.74,0.58,0.4,0.52,2.57,0.55,12.88,4.29,1.03,1.96,0.43,0.79,28.74,22.61,73.82,0.44,0.61,71.21,0.09,15.63,86.65,1.0,301.55,129.73,96.58,79.39,741.09,31.44,367.79,118.08,28.84,83.33,28.95,77.97,17.07,400.73,128.57,31.37,59.09,55.22
11,1,0.33,1,0.48,0.48,0.48,0.84,0.86,0.81,0.64,0.83,0.81,0.35,0.78,0.71,0.75,0.81,0.34,0.34,0.64,0.85,0.83,0.82,0.8,0.78,0.64,0.68,0.82,0.77,0.77,0.71,0.61,0.32,0.47,0.42,0.88,1.0,0.74,0.4,0.61,0.39,0.63,0.37,0.59,0.41,0.57,0.43,PHO,3.33,1.52,19.74,700.82,326.28,30.3,86.81,117.11,66.84,25.56,16.46,49.45,71.46,260.27,115.75,80.76,67.05,76.2,381.02,135.95,77.3,18.8,29.29,55.77,0.43,0.79,0.12,12.49,4.54,2.54,0.64,0.99,1.88,0.58,0.4,0.95,2.29,0.65,12.84,4.98,1.0,2.08,0.43,0.76,29.93,18.77,72.93,0.39,0.59,60.41,0.17,18.83,100.29,0.69,279.26,124.08,105.95,83.56,736.13,40.51,352.9,140.8,27.52,58.73,21.19,68.74,21.01,398.87,157.27,30.45,63.95,57.84
2,1,0.86,0,0.0,0.0,0.0,0.24,0.12,0.46,0.55,0.38,0.38,0.32,0.23,0.28,0.31,0.89,0.42,0.81,0.2,0.25,0.29,0.19,0.68,0.66,0.29,0.3,0.22,0.21,0.16,0.33,0.8,0.53,0.54,0.44,0.41,0.0,0.2,0.37,0.26,0.74,0.34,0.66,0.25,0.75,0.11,0.89,POR,1.53,1.51,20.22,707.81,239.56,32.15,67.93,100.08,51.35,28.42,9.7,58.8,75.72,203.07,83.77,75.04,55.0,50.22,239.56,100.08,51.35,9.7,28.42,58.8,0.4,0.68,0.0,7.75,3.27,1.63,0.32,0.91,1.93,0.57,0.28,0.0,1.83,0.38,8.71,3.77,0.99,1.99,0.42,0.73,29.84,23.61,79.07,0.32,0.64,55.68,0.0,11.63,79.21,1.12,220.32,92.36,82.75,61.68,779.72,35.9,263.24,115.11,29.83,51.14,16.84,55.68,11.63,263.24,115.11,29.83,60.28,60.28
3,1,0.86,0,0.0,0.0,0.0,0.2,0.17,0.39,0.41,0.46,0.48,0.29,0.35,0.35,0.24,0.63,0.34,0.54,0.25,0.22,0.29,0.26,0.47,0.51,0.32,0.24,0.36,0.42,0.35,0.37,0.56,0.6,0.4,0.51,0.36,0.0,0.2,0.39,0.28,0.71,0.34,0.66,0.31,0.69,0.15,0.85,POR,1.53,1.51,19.94,687.75,229.68,30.22,71.27,101.5,48.22,25.47,10.64,51.58,65.76,201.14,79.54,69.44,52.17,53.98,229.68,101.5,48.22,10.64,25.47,51.58,0.39,0.68,0.09,7.48,3.33,1.56,0.35,0.83,1.7,0.56,0.3,0.67,2.01,0.35,7.36,3.43,0.87,1.65,0.41,0.69,28.89,20.48,61.77,0.34,0.57,57.74,0.14,10.37,73.55,0.48,182.06,75.59,67.93,50.28,698.21,28.82,218.53,102.38,25.97,45.06,17.07,61.96,10.71,224.37,104.3,26.39,49.84,48.87
2,1,0.29,1,0.5,0.0,0.0,0.48,0.34,0.35,0.44,0.36,0.42,0.69,0.29,0.47,0.6,0.32,0.78,0.22,0.61,0.39,0.34,0.27,0.23,0.2,0.26,0.23,0.3,0.17,0.15,0.39,0.26,0.19,0.52,0.33,0.31,0.0,0.0,0.34,0.71,0.29,0.8,0.2,0.58,0.42,0.64,0.35,SAC,0.0,2.0,21.62,744.57,280.84,46.71,77.42,124.13,70.19,40.58,20.09,52.4,66.34,237.03,105.24,78.85,54.54,50.79,298.42,132.36,74.4,20.44,42.58,55.11,0.42,0.69,0.0,9.77,4.37,2.46,0.66,1.39,1.82,0.61,0.43,0.0,2.55,0.75,11.14,4.29,1.35,2.07,0.43,0.72,28.31,24.39,68.05,0.38,0.67,69.32,0.0,22.87,78.05,0.7,253.2,113.51,84.53,59.51,766.13,44.07,301.46,122.11,37.49,49.06,14.93,73.02,23.11,317.17,129.19,39.2,58.79,56.5
3,1,0.19,0,0.83,0.33,0.0,0.42,0.32,0.36,0.39,0.43,0.38,0.65,0.41,0.55,0.58,0.35,0.58,0.32,0.62,0.37,0.33,0.33,0.24,0.25,0.17,0.2,0.38,0.22,0.22,0.37,0.3,0.35,0.41,0.47,0.29,0.0,0.13,0.37,0.68,0.32,0.76,0.24,0.58,0.41,0.64,0.35,SAC,2.0,2.0,20.57,731.38,265.71,44.95,81.87,126.82,66.52,35.4,18.57,53.04,65.01,224.41,97.69,74.49,53.5,47.02,301.52,141.73,74.5,20.39,38.89,57.98,0.42,0.72,0.0,9.9,4.67,2.63,0.67,1.3,1.96,0.61,0.38,0.0,2.64,0.67,9.8,4.47,1.22,2.0,0.42,0.72,28.6,20.65,64.71,0.36,0.62,65.8,0.0,18.72,78.92,0.6,218.53,95.22,72.64,52.3,720.71,42.01,258.66,120.93,32.95,44.25,15.92,73.29,20.45,292.19,134.89,36.19,57.97,53.28
