year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_1,GS,PF,POSITION_METRIC,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostPF,PostRebounds,PostSteals,PostTurnovers,PostftAttempted,PostoRebounds,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight
8,1,4.0,1,0.5,0.0,0.0,961.0,2124.0,562.0,712.0,475.0,327.0,821.0,1148.0,514.0,682.0,232.0,570.0,127.0,940.0,2218.0,707.0,164.0,484.0,322.0,1031.0,520.0,683.0,297.0,485.0,115.0,34.0,145664.0,0.53,0.47,0.53,0.47,0.53,0.47,0.5,0.5,SEA,3.84,0.8,1.79,0.42,0.76,30.41,21.0,64.19,0.35,5.52,1.73,0.12,2.61,1.99,4.9,9.31,1.65,4.09,8.71,2.2,8.52,0.56,0.3,1980.21,0.7,239.86,59.24,72.42,689.26,7.52,33.07,61.73,15.32,122.32,27.21,59.97,166.7
9,1,4.0,1,0.5,0.0,0.0,964.0,2210.0,582.0,715.0,639.0,344.0,820.0,1164.0,533.0,620.0,242.0,533.0,151.0,987.0,2321.0,586.0,195.0,528.0,333.0,1094.0,591.0,642.0,272.0,495.0,112.0,34.0,135553.0,0.5,0.5,0.71,0.29,0.29,0.71,0.5,0.5,SEA,4.47,0.88,1.74,0.43,0.73,30.62,19.33,63.65,0.47,5.96,2.0,0.0,3.65,2.77,8.3,15.74,2.42,6.48,8.3,5.24,4.07,0.61,0.16,1980.03,0.28,234.48,62.51,73.51,735.52,6.98,41.53,48.08,20.51,152.63,28.95,59.04,173.64
10,1,2.0,1,0.5,0.0,0.0,899.0,2112.0,552.0,728.0,453.0,340.0,822.0,1162.0,530.0,684.0,269.0,526.0,140.0,861.0,2164.0,680.0,172.0,539.0,332.0,1092.0,498.0,674.0,263.0,515.0,115.0,34.0,140503.0,0.65,0.35,0.94,0.06,0.35,0.65,0.65,0.35,SEA,3.75,0.92,1.93,0.41,0.75,30.9,20.15,72.11,0.37,2.75,0.45,0.0,2.02,1.06,3.8,6.27,1.88,3.76,4.95,1.54,3.6,0.63,0.0,1980.43,0.34,239.06,62.93,72.12,771.15,6.81,32.47,54.6,16.16,117.67,29.85,63.35,170.87
11,1,2.0,1,0.5,0.0,0.0,909.0,2116.0,555.0,707.0,486.0,316.0,788.0,1104.0,536.0,710.0,276.0,555.0,150.0,882.0,2150.0,671.0,202.0,585.0,332.0,1078.0,517.0,672.0,275.0,555.0,131.0,34.0,133858.0,0.59,0.41,0.76,0.24,0.41,0.59,0.65,0.35,SEA,4.41,1.11,2.11,0.43,0.82,30.8,28.04,87.1,0.46,6.21,1.21,0.0,2.91,2.77,8.36,12.34,2.98,5.09,8.51,4.46,4.86,0.75,0.15,1980.61,1.46,303.62,73.19,72.14,931.87,6.75,42.15,73.91,13.87,149.67,37.38,70.6,171.91
2,0,4.0,0,0.5,0.0,0.0,832.0,1813.0,403.0,578.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,845.0,1875.0,555.0,149.0,397.0,299.0,911.0,513.0,595.0,261.0,456.0,102.0,32.0,244134.0,0.44,0.56,0.44,0.56,0.44,0.56,0.62,0.38,WAS,4.68,1.18,2.09,0.48,0.69,31.32,26.98,79.57,0.43,3.89,1.23,0.0,1.83,1.6,4.13,6.84,2.28,4.62,3.68,1.97,3.14,0.73,0.0,1972.79,0.52,296.79,63.31,73.61,927.44,6.66,48.12,45.38,22.6,155.7,39.99,71.0,172.28
3,0,8.0,1,0.0,0.0,0.0,739.0,1915.0,333.0,504.0,418.0,356.0,699.0,1055.0,424.0,537.0,257.0,495.0,127.0,791.0,1945.0,467.0,146.0,408.0,331.0,1068.0,487.0,543.0,261.0,454.0,103.0,32.0,246667.0,0.31,0.69,0.5,0.5,0.12,0.88,0.19,0.81,WAS,4.78,1.06,1.82,0.38,0.65,29.97,21.02,58.59,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1973.1,0.35,228.57,34.49,72.19,769.26,5.69,47.09,40.7,21.33,145.98,32.2,54.79,167.04
4,0,3.0,0,1.0,0.0,0.0,806.0,1910.0,359.0,478.0,443.0,330.0,708.0,1038.0,516.0,583.0,221.0,455.0,94.0,786.0,1903.0,538.0,147.0,446.0,309.0,989.0,442.0,570.0,237.0,441.0,101.0,32.0,259237.0,0.53,0.47,0.56,0.44,0.5,0.5,0.57,0.43,WAS,3.8,0.75,1.6,0.41,0.71,29.22,17.82,62.69,0.4,10.64,0.93,0.0,4.57,2.87,8.5,14.05,2.45,4.89,8.57,4.79,7.51,0.59,0.15,1975.28,0.34,191.58,38.66,70.67,682.83,6.6,32.98,44.06,7.84,117.75,24.1,51.54,155.41
5,0,7.0,1,0.0,0.0,0.0,896.0,2191.0,381.0,507.0,505.0,382.0,703.0,1085.0,568.0,676.0,213.0,462.0,99.0,909.0,2033.0,691.0,171.0,482.0,334.0,1115.0,591.0,565.0,251.0,468.0,119.0,34.0,238710.0,0.26,0.74,0.18,0.82,0.35,0.65,0.29,0.71,WAS,4.61,0.94,1.8,0.41,0.73,31.84,27.53,81.47,0.48,0.77,0.61,0.0,0.46,0.46,1.53,1.99,0.31,1.23,5.22,0.46,0.15,0.69,0.0,1977.48,0.44,308.67,58.34,71.75,885.9,7.96,50.27,62.55,13.03,146.29,30.48,58.87,156.33
6,0,4.0,0,0.5,0.0,0.0,873.0,2088.0,474.0,661.0,283.0,337.0,726.0,1063.0,467.0,652.0,255.0,424.0,128.0,864.0,2013.0,686.0,146.0,425.0,336.0,1106.0,534.0,627.0,237.0,492.0,111.0,34.0,214448.0,0.5,0.5,0.65,0.35,0.35,0.65,0.45,0.55,WAS,3.68,0.86,1.53,0.44,0.71,30.48,21.2,78.54,0.43,3.14,2.02,0.0,2.17,1.54,5.03,9.99,1.77,3.24,5.92,2.69,1.0,0.61,0.0,1977.09,0.37,204.13,50.2,71.94,750.52,7.92,38.22,26.51,16.78,123.61,28.26,49.4,161.67
7,0,5.0,1,0.0,0.0,0.0,847.0,1968.0,388.0,546.0,510.0,266.0,677.0,943.0,517.0,697.0,260.0,435.0,76.0,833.0,1872.0,648.0,150.0,433.0,267.0,1024.0,545.0,638.0,205.0,504.0,108.0,34.0,171501.0,0.47,0.53,0.59,0.41,0.35,0.65,0.45,0.55,WAS,3.9,1.07,1.68,0.41,0.75,30.45,24.48,83.8,0.46,2.02,0.17,0.0,0.53,0.43,1.23,1.83,0.46,0.46,1.2,0.36,2.23,0.7,0.0,1977.01,1.09,260.44,55.46,72.16,854.62,8.27,36.39,75.02,9.73,123.18,33.26,51.14,169.51
8,0,4.0,0,0.5,0.0,0.0,1016.0,2199.0,528.0,715.0,522.0,330.0,770.0,1100.0,576.0,784.0,306.0,541.0,113.0,909.0,2102.0,851.0,204.0,553.0,321.0,1041.0,583.0,687.0,252.0,573.0,89.0,34.0,133255.0,0.53,0.47,0.76,0.24,0.29,0.71,0.6,0.4,WAS,4.06,1.11,1.91,0.44,0.76,31.49,23.12,87.07,0.45,2.77,0.34,0.13,1.56,1.14,5.06,8.59,1.57,3.15,4.35,3.27,3.26,0.63,0.0,1978.02,1.52,262.05,73.74,72.55,798.38,7.47,38.96,61.5,14.32,138.53,36.3,63.55,171.23
9,0,5.0,0,0.0,0.0,0.0,877.0,2170.0,668.0,839.0,528.0,335.0,783.0,1118.0,472.0,763.0,282.0,571.0,133.0,924.0,2216.0,801.0,175.0,520.0,383.0,1208.0,549.0,762.0,256.0,579.0,103.0,34.0,133255.0,0.47,0.53,0.47,0.53,0.47,0.53,0.4,0.6,WAS,3.84,0.97,1.77,0.43,0.8,30.83,19.02,77.49,0.42,0.0,0.03,0.0,0.11,0.0,0.16,0.13,0.01,0.05,0.07,0.03,0.0,0.59,0.0,1980.0,1.32,236.12,73.98,71.43,740.13,5.79,41.55,49.9,14.4,121.78,30.18,55.7,167.46
10,0,6.0,1,0.0,0.0,0.0,885.0,2131.0,435.0,659.0,460.0,362.0,770.0,1132.0,483.0,757.0,241.0,637.0,93.0,929.0,2096.0,760.0,180.0,528.0,306.0,1093.0,542.0,708.0,314.0,530.0,146.0,34.0,154637.0,0.29,0.71,0.35,0.65,0.24,0.76,0.3,0.7,WAS,3.56,0.9,2.03,0.42,0.7,31.18,20.75,91.46,0.41,0.04,0.0,0.0,0.11,0.0,0.15,0.04,0.04,0.15,0.0,0.04,0.22,0.58,0.0,1982.09,1.55,243.75,64.44,72.07,730.37,4.78,36.05,48.6,9.61,115.16,28.4,64.58,173.63
11,0,4.0,1,0.5,0.0,0.0,933.0,2205.0,580.0,827.0,426.0,388.0,803.0,1191.0,453.0,725.0,314.0,607.0,118.0,945.0,2184.0,755.0,162.0,478.0,322.0,1111.0,524.0,778.0,315.0,576.0,156.0,34.0,192747.0,0.47,0.53,0.65,0.35,0.29,0.71,0.45,0.55,WAS,4.85,1.19,1.69,0.42,0.73,32.54,21.11,71.4,0.4,1.01,0.77,0.0,1.14,0.69,3.39,7.84,1.67,2.61,3.85,2.6,2.21,0.58,0.2,1984.36,0.3,221.2,76.74,72.43,754.98,3.13,53.35,40.12,14.94,165.08,39.81,57.74,174.67
